Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI
n5608,4,10,2,2,36
n5607,4,9,2,3,20
n5606,4,8,2,2,16
n5605,4,8,2,3,22
n5604,4,10,2,6,12
n5603,4,8,2,13,8
n5602,4,9,2,4,22
n5601,4,10,2,3,38
n5609,4,10,2,3,23
n3333,3,8,6,6,9
n4664,3,9,1,1,13
n5996,4,8,1,1,4
n3334,5,20,1,1,4
n4665,3,9,1,1,11
n5995,2,8,1,1,3
n3331,4,12,1,6,5
n4662,4,16,1,1,11
n5994,4,8,1,1,20
n3332,5,15,1,6,16
n4663,3,9,1,1,33
n5993,2,8,1,1,19
n4660,4,12,1,1,7
n5992,4,8,1,1,20
n3330,6,20,1,6,9
n4661,4,16,1,1,6
n5991,2,8,1,1,19
n5990,4,4,1,1,17
n3339,6,21,1,1,8
n3337,3,9,3,7,14
n4668,3,9,1,1,13
n2004,1,2,1,2,12
n3338,3,9,2,7,14
n4669,2,6,1,1,22
n5999,2,5,1,2,23
n3335,5,19,1,1,8
n4666,3,9,1,1,11
n5998,4,8,1,1,16
n3336,6,15,1,1,9
n4667,3,9,1,1,13
n5997,2,8,1,1,15
g6500,4,10,3,9,12
n3322,4,12,1,4,9
n4653,4,16,1,1,6
n5985,2,8,1,1,19
n3323,6,20,1,4,9
n4654,4,12,1,1,5
n5984,2,5,1,1,3
n3320,2,3,7,7,8
n4651,5,16,1,1,7
n5983,4,10,3,4,3
g6509,4,9,4,10,8
n3321,2,2,8,8,2
n4652,4,16,1,1,6
n5982,2,5,1,1,3
n5981,4,6,3,4,3
n4650,5,16,1,1,7
n5980,3,6,1,1,2
g6505,4,8,5,11,5
n3328,6,21,1,1,8
n4659,2,5,1,1,13
n3329,4,12,1,6,9
n3326,5,16,1,1,16
n4657,4,16,1,1,6
n5989,2,8,1,1,16
n3327,6,18,1,1,8
n4658,2,8,3,5,11
n5988,4,8,1,1,27
n3324,4,13,1,4,17
n4655,2,5,1,1,13
n5987,2,8,1,1,26
n3325,6,17,1,4,9
n4656,4,16,1,1,40
n5986,4,8,1,1,20
g12832,4,7,2,5,13
n3355,4,14,1,7,4
n4686,4,12,1,1,36
n3356,5,12,1,7,6
n4687,2,8,3,5,15
n3353,4,12,1,7,3
n4684,2,6,1,1,16
n3354,6,19,1,7,15
n4685,5,14,1,1,15
n3351,6,19,1,1,8
n4682,2,8,3,5,11
n3352,3,9,6,12,7
n4683,3,7,1,2,17
n4680,5,14,1,1,15
n3350,4,16,3,3,13
n4681,4,12,1,1,31
n3359,6,19,1,1,8
n3357,2,11,1,1,5
n4688,3,7,1,2,17
n3358,5,19,1,1,8
n4689,2,6,1,1,16
g12833,1,0,0,0,1
CK,0,0,1946,6872,0
n3344,2,4,5,8,8
n4675,5,14,1,1,15
n2011,1,2,1,2,20
n3345,3,6,5,8,14
n4676,4,12,1,1,40
n3342,4,9,1,5,9
n4673,3,7,1,2,17
n3343,5,15,1,5,16
n4674,2,7,1,1,16
n3340,4,12,1,5,9
n4671,2,6,1,1,22
n3341,6,20,1,5,9
n4672,3,12,2,4,43
n4670,3,12,2,4,14
n3348,5,18,1,1,13
n4679,2,6,1,1,16
n3349,6,17,1,1,12
n3346,5,19,1,1,8
n4677,2,8,3,5,11
n3347,2,11,1,1,14
n4678,3,7,1,2,17
n3370,5,19,1,1,8
n3377,5,19,1,1,12
n3378,2,12,1,1,4
n3375,4,12,1,7,9
n3376,5,12,1,7,5
n3373,4,12,1,7,3
n3374,6,19,1,7,15
n3371,6,19,1,1,16
n2042,1,2,1,2,12
n3372,6,19,1,1,8
n2049,1,3,2,2,12
n2048,1,2,3,5,17
n3379,6,19,1,1,4
n2034,1,2,2,6,41
n3366,6,19,1,4,11
n4697,3,8,1,5,11
n3367,4,12,1,4,9
n4698,2,6,4,13,6
n3364,2,3,4,4,8
n4695,5,14,1,1,15
n2035,1,2,2,5,41
n3365,4,12,1,4,3
n4696,4,12,1,1,13
n3362,2,8,2,5,6
n4693,3,7,1,2,17
n3363,2,4,4,4,8
n4694,2,7,1,1,16
n3360,5,18,1,1,4
n4691,4,12,1,1,2
n3361,6,15,1,1,4
n4692,2,6,4,13,11
n3368,5,15,1,4,23
n4699,3,7,1,2,17
n3369,5,19,1,1,22
n3391,3,11,2,9,13
n3392,4,15,2,11,6
n3390,6,15,1,1,19
n3399,2,3,3,7,7
n3397,3,12,3,3,6
n3398,5,10,1,2,15
n2063,1,2,1,2,12
n3395,2,8,1,4,12
n3396,3,12,4,16,12
g19,4,8,6,24,5
n3393,3,9,1,1,5
n3394,2,8,4,8,6
n3380,6,9,1,1,3
n3381,2,8,7,43,6
g22,4,5,11,4,6
n3386,4,12,1,6,9
g25,4,8,4,8,11
n3387,5,15,1,6,4
g28,4,8,5,22,5
n3384,4,12,1,6,3
n3385,6,19,1,6,15
n3382,4,14,4,19,12
n3383,6,19,1,1,8
g34201,3,7,0,0,21
g1682,4,10,4,6,10
g31,4,8,5,7,5
g35,0,0,3,4,0
g1687,4,8,5,8,12
g37,4,7,4,16,16
g36,0,0,1,1,0
n2072,1,2,3,4,16
g44,0,0,1,3,0
g1691,4,8,5,12,17
g43,4,5,2,9,26
n2077,1,2,2,4,18
g1696,4,8,2,8,11
n2076,1,2,5,21,16
n2075,1,3,5,8,14
g34221,2,5,0,0,26
g53,0,0,1,3,0
g55,4,5,3,14,5
g54,0,0,1,2,0
g57,0,0,1,1,0
g1664,4,9,4,10,7
g56,0,0,1,1,0
g2994,4,10,4,10,3
g1668,4,10,8,14,14
g2999,4,9,5,8,16
g64,0,0,1,1,0
g63,4,6,3,14,26
g1677,4,8,6,13,15
g71,4,8,2,7,13
g73,0,0,2,10,0
g72,0,0,3,15,0
g2970,4,10,5,9,3
g2975,4,3,4,8,7
g84,0,0,1,3,0
g2984,4,2,3,8,4
g1657,4,9,4,10,13
g2988,4,10,5,9,12
g91,0,0,1,3,0
g90,0,0,1,1,0
g92,0,0,1,1,0
g99,0,0,1,1,0
g1620,4,8,3,3,10
g2950,4,10,5,11,3
g1624,4,9,4,15,12
g2955,4,7,5,6,3
g1632,4,8,4,11,12
g1636,4,10,5,10,10
g2965,4,8,6,13,5
DFF_961_n1,4,4,1,4,11
g1720,4,8,2,8,23
g1728,4,7,6,14,10
g1736,4,8,3,7,11
g17604,4,8,6,16,27
g1700,4,8,3,9,13
g17607,4,8,7,22,8
g1710,4,5,3,7,19
g31904,5,10,1,8,15
g1714,4,8,3,9,21
g31900,4,9,2,8,21
g31901,5,9,2,8,19
g31902,6,14,2,7,37
g31903,5,10,2,8,19
g5297,4,8,3,13,10
g6597,4,10,5,6,14
g5268,4,10,5,7,10
g6593,4,10,4,5,14
g5264,4,10,5,10,10
g5272,4,10,5,11,9
g5244,4,10,4,10,10
g5240,4,6,5,12,1
g6573,4,8,4,18,12
g5248,4,10,5,6,10
n5916,1,0,1,1,1
n5914,1,0,1,1,1
n5912,1,0,1,1,1
n5910,1,0,1,1,1
g6581,4,6,4,8,1
n5918,1,0,1,1,1
g5256,4,10,5,12,10
g6589,4,10,5,7,14
g17678,4,8,5,14,31
g5252,4,10,4,8,10
g17674,4,8,7,16,23
n5904,1,0,1,1,1
n5902,1,0,1,0,1
n5900,1,0,1,0,1
g5260,4,10,5,9,10
n5908,1,0,1,1,1
n5906,1,0,1,1,1
g6555,4,8,6,28,10
g5224,4,10,5,8,10
g17688,4,8,6,16,31
g5220,4,10,5,10,41
n5930,1,0,1,1,1
g17685,4,8,6,16,3
n4606,4,16,1,1,15
n5938,1,0,1,1,1
n4607,4,16,1,1,2
n4604,5,16,1,1,16
n5936,1,0,1,1,1
n4605,5,16,1,1,16
n4602,3,9,1,2,33
n5934,1,0,1,1,1
n4603,4,18,1,2,17
n4600,2,8,2,3,7
n5932,1,0,1,1,1
n4601,3,9,1,2,12
n4608,4,12,1,1,3
n4609,2,5,1,1,13
g6565,4,8,5,19,10
g5236,4,10,5,7,10
g6561,4,8,5,16,12
g5232,4,10,5,11,10
n5926,1,0,3,2,1
n5924,1,0,1,1,1
n5922,1,0,1,1,1
n5920,1,0,1,1,1
n5928,1,0,3,2,1
g5200,4,10,4,10,5
g6533,4,8,2,8,42
g5208,4,10,4,9,5
n4620,3,9,1,1,11
n5952,1,0,1,3,1
n4621,3,9,1,1,13
n5950,1,0,3,6,1
g5204,4,10,4,9,14
g6537,4,9,2,7,16
n4628,5,16,1,1,16
n4629,4,16,1,1,15
n4626,4,18,1,2,17
n5958,1,0,1,6,1
n4627,5,16,1,1,16
n4624,3,9,1,2,12
n5956,1,0,1,3,1
n4625,3,9,1,2,13
n4622,3,9,1,1,13
n5954,1,0,2,3,1
n4623,2,8,2,3,25
g17639,4,8,5,10,5
g5212,4,10,5,7,39
g6545,4,8,3,6,3
g6541,4,4,2,6,3
n4610,4,16,1,1,9
n5940,1,0,1,1,1
g5216,4,10,4,6,5
g6549,4,6,5,21,10
n4617,3,9,1,1,32
n4618,3,9,1,1,13
n5948,1,0,3,11,1
n4615,4,16,1,1,2
n4616,4,16,1,1,2
n5946,1,0,1,2,1
n4613,2,5,1,1,13
n4614,4,12,1,1,3
n5944,1,0,1,2,1
n4611,4,16,1,1,15
n4612,2,8,3,5,11
n5942,1,0,1,2,1
n4619,3,9,1,1,11
g17649,4,8,6,19,2
g17646,4,8,6,15,9
n3311,3,9,7,7,7
n4642,3,9,1,1,11
n5974,3,8,1,1,16
n3312,2,6,9,11,7
n4643,3,9,1,1,11
n5973,3,8,1,1,16
g6519,4,8,3,9,12
n4640,3,9,1,1,12
n5972,3,8,1,1,16
n3310,5,17,1,1,8
n4641,3,9,1,1,13
n5971,3,8,1,1,16
g6513,4,8,3,7,10
n5970,3,8,1,1,16
n3319,3,6,5,5,14
n3317,2,3,7,7,8
n4648,3,9,1,2,34
n3318,3,6,5,5,7
n4649,4,18,1,2,8
n5979,5,11,1,1,2
n3315,2,5,8,11,7
n4646,2,8,2,3,23
n5978,2,5,1,5,17
n3316,4,14,1,1,8
n4647,3,9,1,2,12
n5977,2,5,1,5,14
n3313,4,12,1,1,15
n4644,3,9,1,1,13
n5976,5,16,1,1,30
n3314,2,5,8,11,14
n4645,3,9,1,1,13
n5975,5,10,1,1,3
g6523,4,8,4,12,38
n3300,4,12,1,5,9
n4631,4,12,1,1,31
n5963,4,8,1,7,5
n3301,6,20,1,5,9
n4632,2,5,1,1,13
n5962,1,0,7,19,1
n5961,5,14,1,1,15
n4630,4,16,1,1,15
n5960,5,14,1,1,15
g6527,4,8,2,6,40
n3308,5,16,1,1,16
n4639,4,16,1,1,11
n3309,4,8,2,18,3
n3306,2,6,4,4,9
n4637,4,12,1,1,16
n5969,3,8,1,1,16
n3307,2,7,4,4,15
n4638,4,16,1,1,15
n5968,3,8,1,1,16
n3304,3,6,3,8,8
n4635,2,8,3,5,11
n5967,3,8,1,1,16
n3305,2,2,3,8,6
n4636,2,5,1,1,13
n5966,2,8,1,4,14
n3302,4,12,1,5,17
n4633,4,16,1,1,18
n5965,3,7,1,1,11
n3303,6,17,1,5,9
n4634,4,16,1,1,15
n5964,4,16,1,3,12
n3212,4,7,1,2,21
n4543,3,6,1,2,16
n5875,4,8,1,1,10
n3213,4,9,1,2,7
n4544,2,5,1,2,18
n5874,4,8,1,1,9
n3210,2,4,4,8,9
n4541,2,3,2,3,16
n5873,4,8,1,1,15
n3211,4,10,1,2,14
n4542,3,10,2,3,19
n5872,4,8,1,1,36
n5871,4,8,1,1,7
n4540,3,7,1,1,10
n5870,4,8,1,1,38
n3218,3,9,1,2,21
n4549,3,12,2,3,13
n3219,4,10,1,1,20
n3216,4,15,3,8,41
n4547,3,11,2,6,18
n5879,4,10,1,1,15
n3217,2,8,1,3,4
n4548,4,12,2,3,17
n5878,4,8,1,1,10
n3214,3,9,1,1,11
n4545,2,2,13,27,9
n5877,4,8,1,1,10
n3215,2,8,3,6,35
n4546,2,7,1,3,14
n5876,4,8,1,1,10
n3201,3,10,3,4,36
n4532,4,12,3,6,19
n5864,4,8,1,1,10
n3202,3,12,2,2,7
n4533,4,12,1,1,9
n5863,4,8,1,1,10
n4530,2,5,1,1,17
n5862,4,8,1,1,10
n3200,4,8,1,1,37
n4531,4,16,1,3,11
n5861,4,8,1,1,32
n5860,4,8,1,1,11
n3209,3,8,1,2,13
n3207,2,7,1,2,18
n4538,2,7,2,3,20
n3208,3,10,4,8,12
n4539,2,5,1,2,11
n5869,4,8,1,1,33
n3205,2,4,1,1,14
n4536,2,6,1,2,12
n5868,4,8,1,1,27
n3206,3,10,2,4,13
n4537,2,7,3,6,10
n5867,4,10,1,1,35
n3203,2,3,3,5,19
n4534,2,8,2,2,17
n5866,4,8,1,1,10
n3204,2,6,1,1,37
n4535,2,8,2,2,11
n5865,4,8,1,1,10
n3234,3,9,1,1,11
n4565,4,16,1,1,2
n3235,2,8,4,8,35
n4566,2,8,3,5,11
n5896,1,0,1,0,1
n3232,4,7,1,2,21
n4563,2,5,1,1,13
n3233,4,9,1,2,29
n4564,4,16,1,1,15
n5894,1,0,1,0,1
n3230,2,4,4,8,7
n4561,4,16,1,1,15
n5893,4,6,1,1,34
n3231,4,10,1,2,17
n4562,4,12,1,1,36
n5892,4,8,1,1,22
n5891,4,8,1,1,22
n4560,4,16,1,1,15
n5890,4,4,1,1,22
n3238,4,10,1,1,20
n4569,4,16,1,1,15
n3239,4,6,1,1,15
n3236,2,8,1,3,4
n4567,2,5,1,1,13
n3237,3,9,1,2,21
n4568,4,12,1,1,16
n5898,1,0,1,0,1
n3223,2,3,3,5,19
n4554,2,8,2,3,30
n5886,4,9,1,2,16
n3224,2,6,1,1,37
n4555,3,9,1,2,12
n5885,4,9,1,2,16
n3221,3,10,3,4,36
n5884,4,9,1,2,16
n3222,3,12,2,2,29
n5883,4,9,1,2,7
n4550,2,8,1,2,15
n5882,4,9,1,2,7
n3220,4,8,1,1,37
n4551,2,8,1,2,15
n5881,4,6,1,1,3
n5880,4,10,1,1,10
n3229,3,8,1,2,16
g23612,0,0,0,0,0
n3227,2,7,1,2,21
n4558,5,16,1,1,3
n3228,3,10,4,8,15
n4559,5,16,1,1,16
n5889,4,9,1,2,16
n3225,2,4,1,1,14
n4556,3,9,1,2,28
n5888,4,9,1,2,16
n3226,3,10,2,4,13
n4557,4,18,1,2,4
n5887,4,9,1,2,16
g10306,4,7,3,10,6
n4580,4,18,1,2,17
n3256,3,4,1,1,60
n4587,4,16,1,1,25
n3257,2,8,1,1,59
n4588,4,16,1,1,15
n3254,2,6,4,13,13
n4585,4,12,1,1,7
n3255,2,4,1,1,9
n4586,2,5,1,1,13
n3252,3,9,1,1,11
n4583,4,16,1,1,15
n3253,2,8,1,3,4
n4584,4,16,1,1,15
n3250,2,2,1,2,21
n4581,5,16,1,1,16
n3251,4,9,1,2,15
n4582,5,16,1,1,16
n3258,4,11,6,14,54
n4589,2,8,3,5,11
n3259,3,9,1,1,55
n3245,2,7,1,2,22
n4576,3,9,1,1,13
n3246,3,10,4,8,16
n4577,2,8,2,3,5
n3243,2,5,1,1,34
n4574,3,9,1,1,11
n3244,2,4,1,1,14
n4575,3,9,1,1,13
n3241,2,3,1,1,6
n4572,3,9,1,1,13
n3242,2,3,3,5,19
n4573,3,9,1,1,11
g5,0,0,1,0,0
n4570,4,16,1,1,11
g6,4,8,4,15,11
n3240,2,5,2,2,18
n4571,3,9,1,1,27
g8,4,8,3,12,11
g9,4,8,6,21,11
n3249,4,10,1,2,18
n3247,3,8,1,2,17
n4578,3,9,1,2,12
n3248,2,4,4,8,7
n4579,3,9,1,2,7
n3270,2,6,2,3,32
n3271,2,6,1,2,34
n3278,2,6,1,2,21
n3279,3,9,3,6,19
g1585,4,8,4,18,26
n3276,2,7,3,6,20
n3277,2,6,3,6,23
n3274,2,6,3,6,14
n3275,2,5,1,1,10
g1589,4,7,5,6,28
n3272,2,6,3,6,32
n3273,2,6,1,2,16
g12919,4,8,7,19,20
n4590,2,5,1,1,13
n3260,2,3,1,2,41
n4591,4,12,1,1,16
g1592,4,7,4,10,10
n3267,3,9,1,1,4
n4598,3,9,1,1,13
n3268,2,3,1,2,34
n4599,3,9,1,1,13
n3265,2,8,1,1,8
n4596,3,9,1,1,2
n3266,4,11,6,14,3
n4597,3,9,1,1,11
n3263,2,4,1,1,5
n4594,3,9,1,1,6
n3264,3,4,1,1,9
n4595,3,9,1,1,13
n3261,2,5,3,12,26
n4592,4,16,1,1,15
n3262,2,6,2,3,39
n4593,4,16,1,1,11
n3269,2,5,3,12,21
g12923,4,8,8,18,25
n3292,2,5,5,11,13
n3293,2,8,3,4,20
n3290,4,8,1,1,21
n3291,2,8,3,4,20
g2890,4,7,5,8,10
n3298,2,5,5,11,13
g1564,4,6,6,10,19
n3299,2,5,5,11,13
n3296,2,5,5,11,4
n3297,4,8,1,1,21
n3294,2,5,5,11,13
g2898,4,7,4,7,11
n3295,2,5,5,11,13
n3281,2,7,3,6,22
n3282,2,4,3,4,23
n3280,2,6,1,2,24
n3289,2,5,5,11,13
n3287,2,5,5,11,4
n3288,2,8,3,5,17
n3285,5,12,1,1,18
n3286,2,8,3,6,17
n3283,4,18,1,2,19
g1579,4,8,3,8,30
n3284,5,12,1,1,18
g33011,5,12,2,8,2
g33010,5,14,2,6,5
g33013,5,14,2,10,19
g33012,5,13,1,10,13
g33015,5,12,2,7,14
g33014,5,14,2,5,5
g33017,5,14,2,10,19
g33016,5,13,1,10,13
g2873,4,10,5,8,8
g1542,4,8,4,10,3
g2878,4,7,4,8,15
g1548,4,2,4,9,17
g23683,4,8,5,17,21
g33019,5,10,2,11,9
g33018,5,14,2,4,39
g33000,5,13,1,9,13
g33002,5,14,2,6,12
g33001,5,14,2,9,19
g2882,4,7,4,4,13
g33004,5,13,1,10,13
g33003,5,12,2,8,9
g33006,5,14,2,6,13
g33005,5,14,2,10,12
g2886,4,7,5,7,17
g1554,4,8,4,7,18
DFF_150_n1,4,8,1,1,11
g1559,4,8,4,7,19
g33008,5,13,1,8,13
g33007,5,12,2,8,22
g33009,5,14,2,9,19
g1521,4,8,3,9,10
g2852,4,10,5,11,12
g2856,4,7,5,9,7
g2860,4,10,5,6,12
g1532,4,8,4,9,10
g2864,4,7,4,7,9
g2868,4,10,5,9,3
g1536,4,4,5,12,1
g2831,4,7,2,6,23
g1500,4,8,4,12,34
g2834,4,7,2,7,23
g2841,4,8,4,10,5
g1514,4,7,6,16,37
g2844,4,10,4,9,12
g23652,0,0,0,0,0
g2848,4,7,4,10,5
g11678,4,8,2,8,26
n9312,4,8,1,5,9
n9314,4,8,1,3,10
g1600,4,8,3,6,11
g2932,4,8,3,6,14
g1604,4,10,4,8,10
g2936,4,10,6,11,2
g1608,4,8,2,4,10
g17715,4,8,5,12,3
n9302,4,5,1,2,44
n9303,4,8,2,7,10
g17711,4,8,7,19,25
n9306,4,8,2,6,11
g2941,4,3,5,9,1
g1612,4,8,3,13,10
g2946,4,8,5,9,6
n9336,4,8,1,4,13
g17722,4,8,6,15,32
g5188,4,4,5,21,37
g2912,4,10,6,10,3
n9332,4,8,1,6,5
g2917,4,7,5,9,7
n9322,4,8,1,5,11
n9324,4,8,2,11,22
n9325,4,8,1,3,4
g5196,4,10,4,8,5
n9327,4,8,2,3,11
g2922,4,10,6,7,3
g2927,4,7,6,15,9
g17739,4,8,6,19,7
n9357,4,8,1,4,11
g6494,4,8,3,6,15
g5164,4,6,5,17,10
g34249,6,17,2,5,26
g34240,0,0,0,0,0
n9351,4,8,2,4,5
n9352,4,8,2,3,10
g5170,4,4,6,27,1
g34233,0,0,0,0,0
g34234,0,0,0,0,0
g34232,0,0,0,0,0
g34237,0,0,0,0,0
n9348,4,6,2,6,8
g34238,0,0,0,0,0
g34235,0,0,0,0,0
g5176,4,8,4,15,3
g34236,0,0,0,0,0
n9340,4,10,2,10,26
g2902,4,7,5,8,5
g34239,0,0,0,0,0
g5180,4,8,5,18,35
g34266,4,10,2,3,9
g34267,4,10,2,4,9
g34264,4,10,2,4,9
g34265,4,13,2,6,9
g5142,4,4,2,7,9
g34268,4,10,2,3,9
g34269,4,10,2,4,9
g34262,4,10,2,3,9
g34263,4,10,2,4,9
g34260,4,13,2,6,9
g34261,4,10,2,4,9
g34255,4,10,1,5,9
g5156,4,8,3,8,25
g34256,4,9,1,7,15
n9367,4,8,2,4,10
g34253,2,4,2,5,10
g34254,4,10,2,7,7
g34259,4,7,2,5,20
g5152,4,9,2,8,7
g34257,4,10,2,13,9
g34258,4,10,2,14,9
g34251,6,15,2,6,18
g34252,6,15,2,6,36
g34250,6,17,2,5,23
g5160,4,8,2,7,2
g5124,4,9,3,10,30
g5120,4,8,5,12,27
g17787,4,8,6,13,3
g5134,4,8,2,7,34
g5138,4,8,4,9,7
test_so100,0,0,0,0,0
n5817,4,8,2,3,11
n5816,4,8,2,3,11
n5815,4,8,2,3,11
n5814,4,8,2,3,11
n5813,4,8,2,3,11
n5812,4,8,2,3,11
n5811,4,8,2,3,11
n5810,4,8,2,3,24
n5819,4,8,2,5,13
n5818,4,8,2,3,3
g5112,4,8,3,8,11
g6444,4,4,2,7,4
g5115,4,10,4,11,12
n5806,4,8,2,3,12
n5805,4,8,2,3,22
n5804,4,8,2,3,10
n5803,4,8,2,3,10
n5802,4,8,2,3,10
n5801,4,8,2,3,7
n5800,4,8,2,3,10
n5809,4,8,2,3,22
n5808,4,8,2,3,30
n5807,4,8,2,3,34
g17743,4,8,4,12,7
n5831,4,9,1,1,13
n4500,2,4,1,1,43
n5830,4,9,1,1,4
n4507,2,6,2,2,15
n5839,4,8,1,1,12
n4508,4,11,1,2,34
n5838,4,8,1,1,12
n4505,2,4,1,1,43
n5837,4,8,1,1,12
n4506,2,4,1,1,37
n5836,4,8,1,1,12
n4503,4,10,1,2,37
n5835,4,8,1,1,12
n4504,2,5,3,4,36
n5834,4,8,1,1,12
n4501,2,5,1,1,34
n5833,4,9,1,1,28
n4502,2,6,2,2,15
n5832,4,9,1,1,13
n4509,3,12,3,4,33
n5820,4,9,1,2,5
n5828,4,9,1,1,46
n5827,4,9,1,3,7
n5826,4,6,1,1,4
n5825,4,8,1,1,13
n5824,4,10,1,1,7
n5823,4,8,1,2,7
n5822,4,8,1,1,10
n5821,4,9,1,1,35
n5829,4,9,1,1,4
DFF_491_n1,4,8,1,1,4
g17764,4,8,5,11,36
n4521,2,7,1,1,30
n5853,4,8,1,1,10
n4522,2,6,1,1,21
n5852,4,8,1,1,10
n5851,4,6,1,1,37
g17760,4,4,6,16,1
n4520,3,12,6,9,32
n5850,4,6,1,1,42
n4529,2,6,1,2,18
n4527,2,8,3,5,13
n5859,4,8,1,1,10
n4528,2,6,1,2,20
n5858,4,8,1,1,10
n4525,2,3,3,4,14
n5857,4,8,1,1,10
n4526,2,5,3,5,17
n5856,4,8,1,1,10
n4523,2,6,2,2,18
n5855,4,8,1,1,10
n4524,2,4,1,1,15
n5854,4,8,1,1,10
g17778,4,8,6,16,30
n4510,2,4,1,1,43
n5842,4,2,1,1,22
n4511,2,5,1,1,34
n5841,4,8,1,1,12
n5840,4,8,1,1,12
n4518,2,4,3,5,10
n4519,2,7,3,5,12
n5849,4,4,1,4,12
n4516,2,6,2,3,13
n5848,4,9,1,2,7
n4517,2,4,1,2,11
n5847,4,9,1,2,18
n4514,2,7,3,6,25
n5846,4,5,1,1,16
n4515,2,7,1,2,16
n5845,4,9,1,2,15
n4512,2,6,2,2,15
n5844,4,8,1,2,19
n4513,2,6,1,2,27
n5843,4,10,1,2,27
g33990,4,10,2,4,8
g33992,6,15,1,4,9
g33991,4,10,2,4,6
g6732,4,4,5,7,1
g101,4,8,3,8,12
g33994,4,10,2,5,10
g100,0,0,1,1,0
g33993,6,13,1,4,2
g33996,4,10,2,4,9
g33995,4,10,2,5,9
g5406,4,8,2,9,20
n3575,3,7,1,2,11
n3576,2,4,3,3,12
n3573,3,11,6,15,10
n3574,2,4,3,6,11
n3571,2,3,1,1,12
n3572,2,6,1,1,17
g6736,4,7,6,8,11
n3570,2,3,2,4,23
n3577,2,4,2,4,9
n3578,2,5,1,2,13
g33998,4,10,2,5,9
g33997,4,10,2,5,9
g33999,6,15,1,4,9
g6741,4,10,6,19,12
g33981,4,10,2,4,9
g33980,4,10,2,5,10
g33983,4,10,2,4,9
g33982,4,10,2,5,9
g33985,6,15,1,5,9
g33984,4,10,2,5,9
g6748,0,0,1,1,0
n3564,4,10,1,1,24
n4895,2,6,1,2,50
g6749,0,0,1,1,0
n3565,4,6,1,1,12
n4896,4,13,2,2,13
n3562,2,8,3,6,16
n4893,2,6,1,1,5
n3563,3,9,1,2,25
n4894,3,12,2,4,33
g6744,0,0,1,1,0
n4891,2,6,1,2,16
g6745,0,0,1,1,0
n3561,2,8,3,6,15
n4892,3,8,1,1,2
g6746,0,0,1,1,0
g6747,0,0,1,1,0
n4890,2,8,1,8,11
n3568,2,3,2,2,15
n4899,2,8,7,8,47
n3569,3,10,3,5,16
n3566,2,8,3,4,14
n4897,5,10,1,2,40
n3567,2,5,1,1,16
n4898,4,10,1,2,49
g33987,4,10,2,5,2
g33986,6,13,1,5,12
g33989,4,10,2,5,9
g33988,4,10,2,5,4
g127,0,0,1,1,0
g126,0,0,1,1,0
n3590,2,3,1,1,19
g125,0,0,1,1,0
g124,0,0,1,1,0
g120,0,0,1,1,0
n3597,2,5,1,2,20
n3595,2,4,3,3,19
n3596,2,4,2,4,9
n3593,2,4,3,6,18
n3594,3,7,1,2,11
n3591,2,6,1,1,17
n3592,3,6,6,15,17
n3599,2,8,3,6,15
g116,0,0,1,1,0
g115,0,0,1,1,0
g114,0,0,1,1,0
g113,0,0,1,1,0
g112,4,8,10,29,17
g110,4,8,2,13,20
n3586,2,5,1,1,23
g6727,4,4,7,13,39
n3587,2,3,2,2,22
n3584,4,6,1,1,19
n3585,2,8,3,4,21
n3582,3,9,1,2,25
g6723,4,8,4,9,37
n3583,4,10,1,1,24
n3580,2,8,3,6,15
n3581,2,4,5,18,15
n3588,3,8,3,5,16
n3589,2,3,2,4,23
g33950,0,0,0,0,0
g142,4,10,3,8,24
g33959,0,0,0,0,0
g135,0,0,1,1,0
g134,0,0,1,1,0
g33945,0,0,0,0,0
g33947,0,0,0,0,0
g33946,0,0,0,0,0
g33949,0,0,0,0,0
g33948,0,0,0,0,0
g33970,4,10,2,5,9
g168,4,8,4,7,16
g33972,6,13,1,4,14
g33971,6,15,1,4,9
g33974,4,10,2,5,9
g33973,4,10,2,5,10
g164,4,10,3,9,23
g20654,4,3,3,6,1
g160,4,10,4,8,27
g20652,4,7,3,5,3
g33976,4,10,2,4,9
g33975,4,10,2,4,9
g33978,6,15,1,4,9
g33977,4,10,2,5,9
g33979,6,13,1,4,37
g157,4,10,3,8,26
g33961,6,14,2,6,22
g33960,6,14,2,6,25
g33963,4,8,1,3,22
g33962,4,9,1,4,20
g153,4,10,3,10,25
g150,4,6,3,6,24
g33965,6,15,2,7,35
g33964,6,15,2,7,17
g33967,4,10,2,4,9
g33966,4,10,2,5,10
g33969,4,10,2,5,9
g33968,4,10,2,4,9
g174,4,8,5,10,14
DFF_206_n1,4,8,1,1,5
g199,4,7,4,7,13
g191,4,8,3,8,32
g1882,4,8,4,9,10
g1890,4,4,3,12,10
g1894,4,9,4,12,12
g1870,4,8,3,4,11
g1874,4,10,5,17,12
g1878,4,8,2,5,10
g26801,0,0,0,0,0
g14828,4,8,7,16,26
g1964,4,8,3,7,11
g1968,4,8,3,9,13
g1974,4,8,3,8,15
g1978,4,9,4,7,15
g1950,4,10,5,8,10
g1955,4,8,5,10,12
g1959,4,8,6,10,24
g1926,4,9,5,16,20
g1932,4,9,5,12,7
g1936,4,10,7,12,6
g4176,4,7,4,11,10
g14779,4,8,6,21,5
n4804,3,12,3,6,30
