Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI
n1239,4,15,5,0,7
n1238,2,8,1,0,23
n1235,3,11,1,0,6
n1234,2,7,1,0,12
n1237,2,7,1,0,17
n1236,3,9,2,0,5
g309,4,8,3,0,10
g4480,2,5,2,0,6
g305,4,8,2,0,13
g4484,2,5,2,0,6
n1220,3,9,2,0,16
n1222,2,3,4,0,4
n1221,4,8,2,0,14
n1228,2,7,2,0,16
n1227,3,8,4,0,11
n1229,3,12,3,0,15
n1224,2,4,4,0,5
n1223,4,9,1,0,18
n1226,2,5,2,0,12
n1225,2,4,2,0,13
g4490,2,5,2,0,6
g324,4,8,4,0,13
g321,4,8,4,0,13
g6638,2,5,2,0,3
n1253,3,10,2,0,11
n1252,3,10,2,0,14
n1255,2,5,10,0,2
n1254,3,10,2,0,11
n1251,2,6,1,0,12
n1250,3,10,2,0,14
n1257,4,9,1,0,10
n1256,2,8,1,0,2
n1259,2,5,1,0,12
n1258,2,8,2,0,9
g327,4,8,4,0,13
g798,4,3,5,0,13
g8820,2,5,2,0,6
g312,4,8,3,0,3
g794,4,6,7,0,10
g4465,2,5,2,0,6
n1241,4,15,2,0,40
n1244,3,10,2,0,4
n1243,3,8,1,0,15
n1240,4,13,1,0,22
n1249,3,10,2,0,14
n1246,2,6,1,0,15
n1245,3,10,2,0,14
n1248,3,10,2,0,14
n1247,3,10,2,0,14
g318,4,8,3,0,13
Tg2,2,4,1,0,12
g315,4,8,4,0,13
Tg1,2,2,1,0,16
g345,4,8,3,0,3
g1280,4,8,3,0,40
g342,4,8,3,0,3
g1284,4,8,4,0,38
g3462,3,7,2,0,2
n1154,4,16,2,0,6
n1153,2,6,3,0,21
n1156,4,16,1,0,8
g1289,4,2,4,0,1
n1155,2,8,2,0,9
n1150,2,6,1,0,17
n1152,2,6,1,0,22
n1151,2,6,3,0,16
n1158,4,12,1,0,5
n1157,4,16,1,0,8
n1159,2,6,3,0,15
g348,4,8,4,0,3
g336,4,8,4,0,3
g6983,2,5,2,0,6
g6500,4,11,1,0,6
g333,4,8,3,0,10
g1292,4,8,4,0,36
g6501,4,11,1,0,8
g330,4,8,3,0,13
g1296,4,8,4,0,34
g5659,3,1,0,0,1
g6506,4,11,1,0,4
n1143,3,12,1,0,17
g6507,4,11,1,0,8
n1142,3,3,15,0,16
g6508,2,5,2,0,6
g4325,2,5,1,0,7
n1145,2,6,1,0,15
n1144,2,2,3,0,20
g6502,2,3,1,0,6
n1141,2,7,3,0,8
g5658,3,1,0,0,1
n1140,2,7,1,0,8
n1147,3,12,2,0,17
n1146,3,12,1,0,17
n1149,2,8,1,0,16
n1148,3,9,2,0,10
g339,4,8,3,0,3
g369,4,6,5,0,15
g1260,4,8,5,0,24
n1170,4,9,1,0,9
g366,4,8,3,0,3
g1265,4,8,5,0,26
g363,4,8,3,0,3
n1176,2,7,1,0,8
g360,4,8,3,0,3
n1175,2,5,2,0,5
n1178,2,8,1,0,14
n1177,2,6,1,0,6
n1172,3,12,3,0,8
n1171,2,2,2,0,5
g6955,4,13,0,0,11
n1174,4,9,1,0,6
n1173,2,3,2,0,6
n1179,3,10,1,0,7
g357,4,8,3,0,3
g10663,4,18,7,0,5
g10664,4,17,7,0,4
g354,4,8,3,0,3
g1275,4,8,5,0,12
g351,4,8,3,0,3
CK,0,0,675,0,0
n1165,4,14,1,0,16
n1164,4,16,1,0,8
n1167,2,2,15,0,7
n1166,2,5,2,0,10
g4309,4,11,1,0,13
n1161,4,14,2,0,17
n1160,3,9,2,0,5
n1163,4,16,1,0,8
n1162,2,8,2,0,9
n1169,2,2,15,0,7
n1168,2,6,1,0,6
g11514,2,4,1,0,6
n1190,2,6,1,0,19
n1192,2,6,1,0,21
g6930,4,10,1,0,6
n1191,2,6,3,0,15
g386,4,8,5,0,28
g1240,4,8,5,0,16
n1198,2,5,2,0,14
g382,4,7,4,0,21
n1197,2,8,1,0,8
g1245,4,8,6,0,18
n1199,3,8,1,0,8
g6932,4,13,0,0,11
n1193,2,6,3,0,17
n1196,3,10,1,0,9
g6934,4,12,1,0,8
n1195,2,3,3,0,15
DFF_384_n1,4,8,1,0,6
g1250,4,8,5,0,20
g378,4,7,3,0,21
n1181,2,2,2,0,2
n1180,2,8,1,0,6
g374,4,6,4,0,17
n1187,4,15,1,0,11
n1186,3,9,1,0,5
g1255,4,8,5,0,22
n1189,2,8,1,0,4
g6949,4,13,0,0,11
n1188,3,12,1,0,10
g6942,4,13,0,0,11
n1183,4,15,2,0,11
n1182,2,8,1,0,14
n1185,4,14,2,0,18
n1184,4,14,2,0,10
g12,4,7,4,0,6
g6915,4,12,1,0,8
g1223,4,6,4,0,16
g6916,4,12,1,0,8
g6910,4,12,1,0,8
g6911,4,12,1,0,6
g18,0,0,1,0,0
g1227,4,7,3,0,20
g6912,4,10,1,0,6
g6918,4,10,2,0,6
g1231,4,6,3,0,21
g396,4,8,5,0,32
g1235,4,8,5,0,14
g6924,4,10,1,0,6
g23,0,0,1,0,0
g6926,4,13,0,0,11
g391,4,8,6,0,30
g28,0,0,1,0,0
g6920,4,13,0,0,11
g27,0,0,1,0,0
g6922,4,12,1,0,8
g29,0,0,1,0,0
g6923,4,12,1,0,12
g6928,4,12,1,0,6
g6929,4,12,1,0,10
g10628,1,5,0,0,3
n819,2,6,1,0,15
n817,2,8,3,0,17
n818,2,6,1,0,5
g31,0,0,1,0,0
g30,0,0,1,0,0
g32,4,5,3,0,7
g1681,4,8,3,0,10
g1203,0,0,1,0,0
g1687,4,8,3,0,10
g1200,0,0,1,0,0
g1684,4,8,3,0,10
n811,2,5,2,0,13
n812,2,6,3,0,12
n810,2,5,1,0,7
n815,3,12,6,0,5
n816,2,6,1,0,18
n813,3,7,1,0,8
n814,2,5,2,0,7
n808,3,8,2,0,19
g1690,4,6,3,0,3
n809,3,12,4,0,18
n806,2,4,1,0,22
n807,2,7,1,0,23
g42,0,0,1,0,0
g41,0,0,1,0,0
g44,0,0,1,0,0
g43,0,0,1,0,0
g46,0,0,1,0,0
g6902,4,10,1,0,6
g45,0,0,1,0,0
g48,0,0,1,0,0
g1696,0,0,1,0,0
g47,0,0,1,0,0
g1212,4,8,4,0,5
g1217,4,6,2,0,4
g1218,4,6,6,0,14
g6900,4,12,1,0,8
g6901,4,12,1,0,8
g6906,4,12,1,0,6
g6907,4,12,1,0,8
g6908,4,10,1,0,6
g6909,3,9,1,0,3
n800,2,7,1,0,5
n801,3,6,1,0,14
g11579,4,8,1,0,9
n804,2,7,5,0,12
n805,3,12,4,0,5
n802,3,9,1,0,13
n803,2,6,2,0,15
n839,2,7,1,0,5
g1660,4,8,3,0,7
DFF_311_n1,4,8,1,0,7
g1663,4,8,3,0,7
g1669,4,8,3,0,7
g1666,4,8,4,0,7
n830,2,4,2,0,14
n833,2,6,1,0,19
n834,2,8,3,0,18
n831,2,5,2,0,7
n832,3,12,3,0,5
g9150,5,11,2,0,16
n837,3,7,2,0,13
n838,3,4,1,0,7
n835,2,6,1,0,5
n836,2,6,1,0,14
n828,3,6,2,0,14
n829,3,7,1,0,8
g1672,4,8,3,0,10
g1675,4,8,3,0,10
g1678,4,8,3,0,10
n822,2,8,4,0,5
n823,2,6,1,0,5
n820,3,7,2,0,14
n821,3,6,1,0,6
n826,2,8,3,0,5
n827,2,5,1,0,7
n824,2,6,1,0,20
n825,3,6,1,0,19
g6099,4,11,1,0,4
g9124,2,3,2,0,3
n851,2,9,1,0,11
n852,5,12,1,0,25
n850,2,4,9,0,7
g8284,4,11,1,0,21
n855,2,3,9,0,7
g8283,4,11,1,0,21
n856,3,9,2,0,10
g8286,4,11,1,0,21
n853,3,8,8,0,5
g8285,4,11,2,0,21
n854,2,6,1,0,11
n859,5,14,1,0,23
g8282,4,11,1,0,21
n857,3,11,3,0,27
g8281,4,11,1,0,21
n858,2,9,1,0,11
g82,0,0,1,0,0
g84,0,0,1,0,0
g83,0,0,1,0,0
g86,0,0,1,0,0
g8288,4,11,1,0,23
g85,0,0,1,0,0
g8287,4,11,1,0,21
g88,0,0,1,0,0
g87,0,0,1,0,0
g89,0,0,1,0,0
g1654,4,8,4,0,6
g1657,4,8,4,0,6
g2986,4,8,4,0,9
n840,3,6,1,0,14
n841,2,3,1,0,13
n844,2,2,4,0,7
n845,4,9,3,0,8
n842,4,6,5,0,2
n843,4,10,1,0,18
n848,2,3,1,0,9
n849,2,6,2,0,21
g91,0,0,1,0,0
n846,2,5,2,0,17
g90,0,0,1,0,0
n847,2,4,1,0,8
g93,0,0,1,0,0
g92,0,0,1,0,0
g95,0,0,1,0,0
g94,0,0,1,0,0
g96,0,0,1,0,0
g8254,2,6,2,0,24
g99,0,0,1,0,0
g1621,4,8,4,0,10
g1624,4,8,3,0,10
n870,4,10,2,0,23
g1627,4,8,3,0,10
n873,2,8,1,0,8
n874,6,17,1,0,9
n871,2,5,1,0,26
n872,2,6,1,0,11
g9110,2,3,2,0,3
n877,2,8,3,0,8
n878,3,12,2,0,11
DFF_126_n1,4,8,1,0,5
n875,2,8,3,0,8
n876,3,12,2,0,11
g6080,4,11,1,0,4
g8260,2,6,2,0,15
n879,2,6,1,0,11
g6088,4,11,1,0,4
g1630,4,8,4,0,10
g1636,4,8,3,0,10
g1633,4,8,3,0,10
g1639,4,7,4,0,10
n862,4,13,2,0,12
n863,3,7,4,0,8
n860,4,12,1,0,10
n861,4,13,2,0,26
n866,4,8,3,0,8
n867,2,4,1,0,8
g6096,4,11,1,0,4
n864,4,9,1,0,25
n865,2,2,4,0,7
g8271,4,8,0,0,8
n868,2,3,1,0,9
g6093,4,11,1,0,4
n869,2,8,2,0,28
g6179,2,8,3,0,12
DFF_445_n1,4,8,1,0,8
g1724,4,8,3,0,6
g1721,4,8,4,0,7
g1727,4,8,3,0,7
n891,4,12,2,0,7
n1954,1,1,14,0,9
n892,4,10,2,0,7
n1953,1,1,14,0,9
n1956,1,1,1,0,9
n890,2,7,1,0,23
n1955,1,1,14,0,9
n895,3,10,1,0,8
n1950,1,1,3,0,6
n896,2,7,1,0,23
n893,2,6,1,0,11
n1952,1,2,1,0,5
n894,2,5,1,0,8
n1951,1,2,2,0,5
n899,3,9,8,0,5
g7032,3,9,1,0,46
n897,2,9,1,0,11
n898,5,12,2,0,20
n1958,1,1,14,0,2
n1957,1,1,5,0,2
g6180,2,5,2,0,6
n1959,1,1,12,0,2
g1730,4,8,3,0,7
g1733,4,8,3,0,6
g1738,4,8,2,0,8
n880,2,7,1,0,8
n1943,1,1,1,0,7
n881,6,11,1,0,7
n1942,1,1,3,0,7
g1736,4,6,2,0,9
n1945,1,1,3,0,7
g1737,4,8,2,0,7
n1944,1,1,2,0,7
n884,2,6,1,0,11
n885,2,8,1,0,8
n882,2,8,1,0,11
n1941,1,1,3,0,7
n883,2,8,1,0,11
n1940,1,1,3,0,7
g6193,2,5,2,0,6
n888,2,5,1,0,8
n889,3,4,1,0,10
n886,6,19,1,0,9
n887,2,6,1,0,11
n1947,1,1,2,0,7
n1946,1,1,1,0,7
n1949,1,1,3,0,6
n1948,1,1,2,0,6
g8335,2,5,0,0,2
g8331,2,5,0,0,2
g6155,2,3,2,0,2
n1970,1,1,2,0,4
DFF_319_n1,4,8,1,0,5
g1700,0,0,2,0,0
n1976,1,1,3,0,4
n1975,1,1,3,0,4
g1703,4,7,4,0,3
n1978,1,1,1,0,3
n1977,1,1,5,0,4
n1972,1,1,2,0,4
n1971,1,1,2,0,4
g1707,4,6,4,0,3
n1974,1,1,4,0,4
n1973,1,1,2,0,4
g806,4,7,5,0,18
g8340,2,5,0,0,2
g802,4,6,3,0,5
n1979,1,1,2,0,3
g8347,2,5,0,0,2
g8349,2,5,0,0,2
Tg2_OUT5678,4,8,1,0,19
g1712,0,0,0,0,0
g1713,4,8,3,0,4
g1710,4,6,3,0,2
n1965,1,1,11,0,5
n1964,1,1,15,0,5
n1967,1,1,13,0,5
n1966,1,1,17,0,5
n1961,1,1,10,0,5
n1960,1,0,3,0,1
g1718,4,8,5,0,7
n1963,1,1,11,0,5
n1962,1,1,11,0,5
g8352,2,5,0,0,2
n1969,1,1,10,0,4
n1968,1,1,2,0,2
g11487,4,10,1,0,9
g8313,2,5,0,0,2
g11488,4,10,1,0,13
g11489,0,0,0,0,0
g8316,2,5,0,0,2
g11483,4,10,1,0,12
g11484,4,10,1,0,3
g11485,4,10,1,0,16
g11486,4,10,1,0,13
g11481,4,10,1,0,9
g11482,4,10,1,0,11
g8318,2,5,0,0,2
n1514,4,10,1,0,7
n1513,6,15,1,0,4
n1516,5,18,1,0,4
n1515,6,20,1,0,6
n1510,6,14,1,0,3
n1512,2,5,5,0,3
g829,4,4,2,0,11
n1511,2,4,7,0,4
g826,4,6,3,0,29
n1518,5,14,1,0,3
n1517,3,16,1,0,4
g822,4,7,5,0,28
n1519,5,17,1,0,3
g8323,2,5,0,0,2
Tg2_Trigger2,2,8,1,0,11
n1981,1,1,1,0,3
n1980,1,1,1,0,3
g8328,2,5,0,0,2
DFF_228_n1,4,8,1,0,6
n1503,5,14,1,0,3
n1987,1,0,2,0,1
n1502,3,16,1,0,4
n1986,1,1,2,0,2
n1505,6,14,1,0,3
n1504,5,17,1,0,3
n1988,1,0,2,0,1
n1983,1,1,8,0,3
n1982,1,1,2,0,3
n1501,5,18,1,0,4
n1985,1,1,2,0,2
g818,4,7,5,0,24
n1500,6,20,1,0,6
n1984,1,1,2,0,2
g814,4,7,5,0,23
n1507,4,6,5,0,3
n1506,2,4,7,0,4
n1509,4,11,4,0,7
g810,4,7,5,0,19
n1508,4,6,5,0,3
g8776,4,8,1,0,9
g841,4,8,3,0,19
g8775,2,3,1,0,6
g8777,4,8,1,0,20
g7441,3,5,2,0,10
g8772,2,3,1,0,6
g8771,4,8,1,0,9
g8774,4,8,1,0,32
g8773,4,8,1,0,24
n1530,2,5,3,0,3
g8779,4,8,1,0,14
g4207_Payload,1,1,2,0,2
n1536,4,21,1,0,4
n1535,5,16,1,0,4
n1538,6,13,1,0,3
n1537,3,7,1,0,6
n1532,6,20,1,0,6
n1531,6,12,1,0,3
n1534,6,13,1,0,3
n1533,6,17,1,0,4
g849,4,8,3,0,24
g845,4,8,3,0,20
n1539,6,19,1,0,9
g6126,3,5,1,0,8
g6123,3,6,1,0,16
n1525,5,16,1,0,4
n1524,6,15,1,0,5
n1527,5,14,1,0,3
n1526,3,16,1,0,4
n1521,6,14,1,0,3
n1520,6,14,1,0,3
n1523,6,17,1,0,4
n1522,6,15,1,0,4
g837,4,8,4,0,6
n1529,6,19,1,0,22
n1528,5,12,1,0,3
g833,4,8,4,0,14
g861,4,8,3,0,30
g3069,4,5,5,0,18
n1550,2,5,5,0,3
n1552,4,8,1,0,6
n1551,4,9,1,0,3
n1558,4,11,1,0,4
n1557,2,4,2,0,5
n1559,4,10,1,0,7
n1554,5,17,1,0,4
n1553,4,12,1,0,5
n1556,2,6,2,0,5
n1555,6,15,1,0,3
g869,4,8,3,0,5
g853,4,8,3,0,25
g8765,2,3,1,0,6
g8767,2,3,1,0,6
g8766,2,3,1,0,6
n1541,4,9,3,0,3
n1540,6,12,1,0,3
g8769,2,3,1,0,6
g8768,2,3,1,0,6
n1547,4,5,2,0,2
n1546,4,9,2,0,5
n1549,6,20,1,0,6
n1548,2,5,7,0,3
n1543,2,4,2,0,6
n1542,2,5,1,0,5
n1545,3,4,4,0,2
n1544,2,5,5,0,3
g8770,4,8,1,0,2
g857,4,8,3,0,29
g886,0,0,1,0,0
g401,4,8,6,0,34
g881,0,0,1,0,0
g6551,4,11,1,0,8
n1572,2,6,1,0,4
n1571,2,7,2,0,4
n1574,2,5,6,0,3
n1573,4,9,1,0,5
n1570,2,4,1,0,2
DFF_489_n1,4,6,1,0,15
n1579,2,5,2,0,2
n1576,2,4,3,0,3
n1575,3,4,3,0,2
n1578,2,2,3,0,2
n1577,3,4,3,0,3
g406,4,8,6,0,36
g889,0,0,1,0,0
g875,4,6,3,0,4
g874,4,6,4,0,4
g873,0,0,1,0,0
g872,0,0,1,0,0
Tg2_OUT1234,4,8,1,0,10
n1561,4,13,1,0,4
n1560,6,18,1,0,3
n1563,4,9,1,0,3
n1562,6,14,1,0,3
n1569,2,2,5,0,2
n1568,2,3,1,0,5
n1565,2,5,2,0,3
n1564,2,6,1,0,33
n1567,3,6,2,0,4
n1566,3,7,2,0,4
g877,0,0,1,0,0
g6531,2,5,2,0,3
g6533,4,11,2,0,8
g421,4,8,5,0,42
g6534,4,11,1,0,8
n1110,3,12,3,0,17
n1594,4,6,6,0,13
n1593,4,9,7,0,17
n1112,2,5,1,0,13
n1596,4,6,3,0,7
n1111,2,6,1,0,14
n1595,4,6,4,0,13
n1590,4,6,2,0,6
g6537,4,11,2,0,6
n1592,2,4,17,0,1
g6538,4,11,1,0,8
n1591,4,6,2,0,7
n1118,2,8,1,0,12
n1117,3,10,3,0,8
n1119,2,8,2,0,9
n1114,2,5,3,0,22
n1598,4,6,2,0,7
n1113,3,9,18,0,10
n1597,4,6,3,0,7
n1116,2,5,3,0,4
n1115,4,9,1,0,9
n1599,4,8,2,0,32
g426,4,8,5,0,26
g6542,4,11,1,0,8
g895,0,0,1,0,0
g411,4,8,6,0,38
g6545,4,11,1,0,8
g892,0,0,1,0,0
g6541,4,11,1,0,8
n1583,2,2,1,0,3
n1101,2,2,4,0,7
n1585,2,7,1,0,3
n1100,4,16,1,0,9
g6546,4,11,1,0,12
n1581,4,5,2,0,3
n1580,2,2,4,0,2
n1107,4,12,2,0,18
n1106,3,6,1,0,19
n1109,2,5,2,0,6
n1108,3,9,1,0,18
n1103,2,5,3,0,11
n1587,2,7,1,0,3
n1102,2,6,1,0,12
n1586,2,7,1,0,3
n1105,4,5,1,0,7
n1104,2,8,1,0,16
n1588,2,7,1,0,3
g416,4,8,5,0,40
g898,0,0,1,0,0
g4330,2,5,1,0,22
g444,4,8,4,0,48
g7843,2,3,1,0,6
g4334,2,5,1,0,12
g440,4,8,5,0,2
g3007,4,5,2,0,20
g4338,2,5,1,0,15
n1132,4,16,2,0,7
n1131,2,6,1,0,7
n1134,4,16,1,0,8
n1133,4,16,1,0,6
g6513,4,11,2,0,13
g6514,4,11,1,0,2
g6515,4,11,1,0,8
n1130,3,7,1,0,11
g6516,2,5,2,0,6
n1139,2,3,3,0,5
n1136,4,12,1,0,10
n1135,4,16,1,0,8
n1138,4,10,1,0,6
n1137,2,5,4,0,14
g448,4,8,5,0,46
g435,4,8,4,0,4
g4340,2,5,2,0,6
g6522,4,11,2,0,10
g6523,4,11,1,0,8
g431,4,8,3,0,6
g4342,2,5,2,0,6
g6528,4,11,2,0,8
g6529,4,11,1,0,6
n1120,2,4,15,0,6
n1123,2,6,3,0,20
n1122,2,6,1,0,24
g6524,4,11,1,0,8
g6525,2,3,1,0,6
g6526,2,5,2,0,3
n1129,3,12,2,0,12
n1128,2,5,3,0,11
n1125,2,6,3,0,25
n1124,2,6,1,0,29
n1127,2,7,1,0,9
n1126,4,9,1,0,10
g466,4,7,4,0,18
g1160,4,6,3,0,7
g1166,4,6,3,0,7
g1163,4,6,4,0,7
g461,4,6,5,0,13
n1033,2,7,1,0,5
g7705,3,5,1,0,31
n1032,3,10,5,0,5
g5529,3,6,1,0,11
n1035,2,4,8,0,16
n1034,3,7,1,0,16
DFF_336_n1,4,6,1,0,7
n1031,3,10,2,0,19
n1030,2,8,1,0,19
g11609,4,11,1,0,4
n1037,3,7,1,0,21
g7709,3,7,1,0,23
n1036,2,7,1,0,5
n1039,2,4,8,0,21
n1038,4,14,2,0,6
g11605,4,11,1,0,4
g11606,4,11,1,0,4
g11607,4,11,1,0,4
g11608,4,11,1,0,4
g11602,4,11,1,0,4
g11603,4,11,1,0,4
g11604,4,11,1,0,4
g1173,0,0,1,0,0
g456,4,6,4,0,20
g1170,0,0,1,0,0
g11610,4,11,1,0,4
g1176,0,0,1,0,0
g4202,1,1,1,0,2
g4201,1,1,1,0,2
g452,4,8,4,0,44
g4200,1,1,1,0,2
g4206,1,1,1,0,2
n1022,2,8,1,0,3
g4205,1,1,1,0,2
n1021,2,6,1,0,4
g4204,1,1,1,0,2
n1024,2,6,2,0,5
g1179,0,0,1,0,0
g4203,1,1,1,0,2
n1023,4,12,1,0,11
g4209,1,1,1,0,2
g4208,1,1,1,0,2
g5536,3,5,1,0,15
n1020,4,10,1,0,6
g4207,3,4,0,0,3
n1029,2,8,3,0,14
n1026,4,13,2,0,7
n1025,2,8,3,0,5
n1028,2,8,1,0,24
n1027,2,8,1,0,29
g10765,4,12,1,0,5
g10767,4,11,1,0,5
g10773,4,8,1,0,6
g6830,2,5,1,0,6
g6831,2,5,1,0,8
g486,4,8,5,0,40
g1141,4,6,2,0,7
g10770,4,8,1,0,6
g10771,4,8,1,0,42
g2478,2,8,1,0,11
n1055,3,10,3,0,8
g481,4,8,5,0,40
n1054,2,2,6,0,3
g1145,4,6,3,0,7
g6838,2,5,2,0,8
n1057,2,7,3,0,8
g6839,2,5,2,0,6
n1056,2,4,3,0,9
g6832,2,5,1,0,10
n1051,2,5,1,0,10
g6833,2,5,1,0,12
n1050,2,7,1,0,14
g1149,4,6,3,0,7
g6834,2,5,1,0,6
n1053,3,9,1,0,4
g3327,1,0,0,0,1
n1052,3,9,1,0,10
n1059,3,9,2,0,5
n1058,3,8,1,0,6
g10776,4,11,1,0,5
g11625,4,9,1,0,15
g6840,2,5,2,0,6
g10784,2,5,2,0,5
g10785,2,5,2,0,5
g6841,2,5,1,0,6
g6842,2,3,0,0,2
g476,4,8,5,0,40
g10780,2,5,2,0,5
g1153,4,6,2,0,7
g10782,2,5,2,0,5
g471,4,6,4,0,51
n1044,2,5,1,0,42
n1043,2,6,2,0,26
n1046,2,5,6,0,6
g1157,4,6,4,0,7
n1045,2,5,2,0,42
g5996,3,6,2,0,11
n1040,2,4,4,0,5
n1042,3,9,6,0,7
n1041,2,6,1,0,27
n1048,4,16,1,0,28
n1047,2,8,1,0,8
n1049,5,13,1,0,15
g11639,2,4,1,0,10
g11636,2,4,1,0,13
n1071,2,8,1,0,12
n1070,2,7,1,0,8
g1121,4,6,2,0,7
g1125,4,6,4,0,7
n1077,4,10,2,0,8
n1076,2,8,1,0,8
n1079,2,7,1,0,8
n1078,2,7,1,0,8
g1129,4,6,3,0,7
n1073,2,7,1,0,8
n1072,2,7,1,0,8
n1075,3,6,2,0,11
n1074,2,7,1,0,8
g10718,4,10,1,0,9
g10719,4,21,6,0,4
g6819,2,5,2,0,8
g10717,4,11,1,0,9
g10711,4,9,1,0,9
n1060,2,7,1,0,8
g10720,4,20,6,0,5
g6820,2,5,1,0,6
g496,4,8,6,0,40
g1133,4,6,3,0,7
n1066,2,7,1,0,8
g1137,4,6,3,0,7
g6826,2,5,1,0,12
n1065,2,8,1,0,8
g491,4,8,6,0,40
g1,4,8,4,0,6
g6827,2,5,2,0,16
n1068,2,8,1,0,8
g6828,2,5,1,0,6
n1067,3,6,2,0,2
g6821,2,5,2,0,8
n1062,2,7,1,0,6
g4,4,8,3,0,6
g6822,2,5,1,0,8
n1061,2,8,1,0,6
g6823,2,5,1,0,10
n1064,2,7,1,0,6
g6824,2,5,1,0,14
n1063,3,6,2,0,11
g8,4,8,2,0,8
g9,4,7,3,0,6
g6829,2,5,2,0,8
n1069,4,10,2,0,8
g10726,4,23,4,0,4
g10721,4,18,6,0,5
g10722,4,18,7,0,5
g10724,4,20,7,0,5
n918,2,5,2,0,19
n1091,2,6,1,0,34
g1580,4,8,3,0,7
n919,2,8,1,0,11
n1090,2,6,3,0,25
n916,2,5,1,0,6
n1093,2,6,3,0,33
n917,4,14,1,0,11
n1092,2,6,2,0,37
test_si1,0,0,1,0,0
g1583,4,8,4,0,5
test_si2,0,0,2,0,0
n1099,2,6,3,0,29
g1104,4,6,5,0,27
n1098,2,6,1,0,30
g1101,4,6,9,0,13
g1586,4,8,3,0,3
g1107,4,6,2,0,10
n1095,2,7,1,0,8
n1094,2,6,1,0,10
g1589,4,8,3,0,9
n1097,2,6,3,0,21
n1096,2,6,1,0,22
test_si5,0,0,1,0,0
n910,2,4,1,0,8
test_si6,0,0,1,0,0
n911,2,3,1,0,9
test_si3,0,0,1,0,0
test_si4,0,0,2,0,0
test_si9,0,0,2,0,0
n914,2,5,1,0,21
n915,4,10,1,0,23
test_si7,0,0,1,0,0
n912,2,8,2,0,23
test_si8,0,0,1,0,0
n913,4,10,2,0,18
n907,4,13,2,0,12
n1080,3,6,2,0,11
n908,3,7,4,0,8
n905,4,12,1,0,10
n1082,4,10,2,0,8
n906,4,13,2,0,21
n1081,2,8,1,0,8
g1110,4,6,5,0,10
g1595,4,8,4,0,9
g1592,4,8,3,0,9
n909,4,9,1,0,20
g1598,4,8,4,0,9
n1088,3,6,2,0,11
n1087,2,7,1,0,6
n1089,2,6,1,0,26
n1084,3,6,2,0,11
n1083,2,7,1,0,8
n1086,3,6,2,0,11
n1085,2,7,1,0,8
n900,2,6,1,0,11
n903,2,9,1,0,11
n904,5,14,1,0,18
n901,3,9,2,0,10
n902,3,11,3,0,22
n938,2,7,2,0,8
n939,6,11,1,0,7
g1561,4,8,3,0,9
g1564,4,8,4,0,13
g1567,4,8,3,0,9
n932,6,17,1,0,9
n933,2,8,3,0,8
n930,2,6,1,0,11
n931,2,8,2,0,8
n936,3,12,2,0,11
g11206,2,10,0,0,3
n937,2,6,1,0,11
n934,3,12,2,0,11
n935,2,8,3,0,8
n929,2,5,3,0,7
n927,3,9,1,0,8
n928,2,8,2,0,17
g1571,4,8,3,0,9
g1577,4,8,3,0,9
g1574,4,8,3,0,9
n921,2,8,1,0,11
n922,2,5,2,0,22
n920,2,8,4,0,5
n925,2,6,2,0,26
n926,2,7,5,0,18
n923,2,4,1,0,8
n924,2,3,1,0,9
Tg1_OUT5678,4,8,1,0,6
g10377,2,2,0,0,5
g10379,2,5,0,0,5
g1540,4,8,4,0,9
g1543,4,8,3,0,9
g1546,4,8,3,0,9
g1549,4,8,3,0,9
n950,4,10,2,0,7
n951,2,6,1,0,11
n954,3,10,7,0,5
n955,2,5,1,0,8
n952,2,4,1,0,6
n953,2,8,3,0,5
n958,3,6,2,0,6
n959,3,10,4,0,13
n956,3,10,1,0,8
n957,2,7,1,0,18
n949,4,12,2,0,7
g1555,4,8,3,0,9
g1552,4,8,3,0,7
g5914,4,11,1,0,4
g1558,4,8,3,0,9
g5910,4,11,1,0,4
n940,2,8,1,0,11
g5918,3,7,2,0,42
n943,2,8,1,0,8
n944,6,19,1,0,9
n941,2,8,1,0,11
n942,2,6,1,0,11
n947,3,4,1,0,10
n948,2,7,1,0,18
g8194,4,8,1,0,43
n945,2,6,1,0,11
g8193,3,10,1,0,12
n946,2,5,1,0,8
g11641,2,6,2,0,19
g10795,4,10,1,0,9
g10797,4,10,1,0,11
g10791,4,10,1,0,42
g10793,4,10,1,0,6
g11640,2,6,1,0,17
g1520,4,6,3,0,7
g1524,4,8,2,0,14
n1910,1,1,3,0,10
n1912,1,1,3,0,10
g1528,4,8,3,0,11
n1911,1,1,6,0,10
n972,2,6,1,0,8
n973,2,7,2,0,17
n970,2,7,2,0,9
n971,2,7,2,0,13
n976,2,6,1,0,14
n1918,1,1,5,0,10
n977,2,5,1,0,30
n1917,1,1,3,0,10
n974,2,5,2,0,16
n975,5,13,1,0,15
n1919,1,1,2,0,10
g10798,4,10,1,0,19
n1914,1,1,2,0,10
g10799,4,11,1,0,15
n1913,1,1,3,0,10
g11647,4,11,1,0,2
n978,2,6,3,0,28
n1916,1,1,4,0,10
n979,2,7,2,0,9
n1915,1,1,2,0,10
g1531,4,4,3,0,9
g1537,4,8,2,0,7
g1534,4,8,3,0,9
n1901,1,1,6,0,11
n1900,1,4,1,0,8
n961,2,5,1,0,16
