Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI,inFF1,inFF2
WX11031,4,9,3,7,3,1,1
WX11025,4,9,3,7,3,1,1
WX11026,5,11,1,3,2,0,4
WX11023,4,9,3,7,3,1,1
WX11024,5,11,1,3,2,0,4
WX11029,4,9,3,7,3,1,1
WX11027,4,9,3,7,3,1,1
WX11028,5,11,1,3,2,0,4
DFF_180_n1,4,2,1,1,20,0,0
WX11021,4,9,3,7,3,1,1
WX11022,5,11,1,3,2,0,4
WX11020,5,11,1,3,2,0,4
WX11058,2,5,1,3,4,1,1
WX11059,4,6,3,5,5,1,2
WX11056,2,5,1,3,4,1,1
WX11057,4,6,3,5,5,1,2
WX11050,5,11,1,3,2,0,4
WX11051,4,9,3,7,3,1,1
WX11054,2,5,1,3,4,1,1
WX11055,4,6,3,5,5,1,2
WX11052,2,5,1,3,3,1,1
WX11053,4,6,3,5,4,1,2
WX11047,4,9,3,7,3,1,1
WX11048,5,11,1,3,2,0,4
WX11045,4,9,3,7,3,1,1
WX11046,5,11,1,3,2,0,4
WX11049,4,9,3,7,3,1,1
WX11040,5,11,1,3,2,0,4
WX11043,4,9,3,7,3,1,1
WX11044,5,11,1,3,2,0,4
WX11041,4,9,3,7,3,1,1
WX11042,5,11,1,3,2,0,4
WX11078,2,5,1,3,4,1,1
WX11079,4,6,3,5,5,1,2
WX1815,2,5,3,4,69,1,1
DFF_544_n1,4,6,1,1,75,1,2
WX1817,2,5,3,4,69,1,1
WX1811,2,5,3,4,69,1,1
WX1813,2,5,3,4,69,1,1
WX1819,2,5,3,4,69,1,1
WX11072,2,5,1,3,4,1,1
WX11073,4,6,3,5,5,1,1
WX11070,2,5,1,3,4,1,1
WX11071,4,2,3,5,1,0,1
WX11076,2,5,1,3,4,1,1
WX11077,4,6,3,5,5,1,2
WX11074,2,5,1,3,4,1,1
WX11075,4,6,3,5,5,1,2
WX11067,4,6,3,4,5,1,2
WX11068,2,5,1,2,4,1,1
WX1805,2,5,3,5,69,1,1
DFF_1527_n1,4,6,1,1,29,1,1
WX1807,2,5,3,4,69,1,1
WX1801,2,5,3,5,69,1,1
WX1803,2,5,3,5,69,1,1
WX1809,2,5,3,4,69,1,1
WX11061,4,6,3,5,5,1,2
WX11062,2,5,1,3,4,1,1
WX11060,2,5,1,3,4,1,1
WX11065,4,6,3,5,5,1,2
WX11066,2,5,1,3,4,1,0
WX11063,4,6,3,5,5,1,2
WX11064,2,5,1,3,4,1,1
WX11090,2,5,2,4,4,1,1
WX11091,4,6,3,5,5,2,3
DFF_556_n1,4,6,1,1,11,1,0
WX11094,2,5,2,4,4,1,1
WX11095,4,6,3,5,5,2,3
WX11092,2,5,2,4,4,1,1
WX11093,4,6,3,5,5,2,3
WX11098,2,5,2,4,4,1,1
WX11099,4,6,3,5,5,2,3
WX11096,2,5,2,4,4,1,1
WX11097,4,6,3,5,5,2,3
WX11089,4,6,3,5,5,2,3
WX11080,2,5,1,3,4,1,1
DFF_1515_n1,4,6,1,1,8,1,1
WX11083,4,6,4,6,5,1,2
WX11084,2,5,2,4,4,1,1
WX11081,4,6,3,6,5,1,2
WX11082,2,5,1,4,4,1,1
WX11087,4,6,3,5,5,2,3
WX11088,2,5,2,4,4,1,1
WX11085,4,6,3,5,5,2,2
WX11086,2,5,2,4,4,1,1
WX663,4,9,3,5,8,1,2
WX664,5,11,2,4,7,1,3
WX661,4,9,3,5,8,1,2
WX662,5,11,2,4,7,1,3
WX667,4,9,3,5,8,1,2
WX668,5,11,2,4,6,1,3
WX665,4,9,3,5,8,1,2
WX666,5,11,2,4,7,1,3
WX669,4,9,3,5,7,1,2
WX660,5,11,2,4,7,1,3
WX652,5,11,2,4,7,1,3
WX653,4,5,3,5,4,0,1
WX650,5,11,2,2,7,1,3
WX656,5,11,2,4,7,1,3
WX657,4,9,3,5,8,1,2
WX654,5,11,2,4,7,1,3
WX655,4,9,3,5,8,1,1
WX658,5,11,2,4,7,1,3
WX659,4,9,3,5,8,1,2
WX645,4,9,3,5,3,1,3
WX646,5,11,2,4,7,1,3
WX644,5,14,2,4,2,2,3
WX649,4,9,3,3,8,1,2
DFF_376_n1,4,6,1,1,32,1,1
WX647,4,9,3,5,8,1,2
WX648,5,11,2,4,7,1,3
DFF_948_n1,4,6,1,1,20,1,1
DATA_9_7,2,5,0,0,6,0,2
WX11014,5,11,2,4,2,0,3
DATA_9_8,2,5,0,0,6,0,2
DATA_9_9,2,5,0,0,6,0,2
WX11012,5,11,2,4,2,0,3
DATA_9_3,2,5,0,0,6,0,2
WX11018,5,11,2,3,2,0,3
DATA_9_4,2,5,0,0,6,0,2
DATA_9_5,2,5,0,0,6,0,2
WX11016,5,11,2,4,2,0,3
DATA_9_6,2,5,0,0,6,0,2
DATA_9_0,2,5,0,0,5,0,2
DATA_9_1,2,5,0,0,6,0,2
DATA_9_2,2,5,0,0,6,0,2
WX11010,5,11,2,4,2,0,3
WX11004,5,11,2,4,2,0,3
WX11002,5,11,2,4,2,0,3
WX11008,5,11,2,4,2,0,3
WX11006,5,11,2,4,2,0,3
DFF_179_n1,4,6,1,1,17,1,1
WX11000,5,11,2,2,2,0,3
DFF_167_n1,4,6,1,1,17,1,1
n4606,1,1,15,15,6,0,0
n4607,1,1,15,15,6,0,0
n4604,1,1,15,16,6,0,0
n4605,1,1,15,16,6,0,0
n4602,1,1,15,41,6,0,0
n4603,1,1,15,32,6,0,0
n4600,1,1,15,25,6,0,0
n4601,1,1,15,33,6,0,0
n4608,1,1,15,15,6,0,0
n4609,1,1,15,15,6,0,0
CRC_OUT_8_8,4,2,3,5,20,0,0
CRC_OUT_8_7,4,6,1,1,17,1,1
CRC_OUT_8_9,4,6,3,5,23,1,0
CRC_OUT_8_4,4,6,3,5,8,1,1
CRC_OUT_8_3,4,6,3,5,86,1,1
CRC_OUT_8_6,4,6,3,3,14,1,1
CRC_OUT_8_5,4,6,3,5,11,1,1
CRC_OUT_8_0,4,6,3,5,77,1,2
CRC_OUT_8_2,4,6,3,5,83,1,1
CRC_OUT_8_1,4,6,3,5,80,1,1
DFF_936_n1,4,6,1,1,20,1,1
n4620,1,1,15,40,6,0,0
n4621,1,1,15,45,6,0,0
n4628,1,1,15,15,6,0,0
n4629,1,1,15,15,6,0,0
n4626,1,1,15,15,6,0,0
n4627,1,1,15,15,6,0,0
n4624,1,1,15,23,6,0,0
n4625,1,1,15,15,6,0,0
n4622,1,1,15,35,6,0,0
n4623,1,1,15,30,6,0,0
WX696,5,11,2,4,7,1,3
WX697,4,9,3,5,8,1,2
WX694,5,11,2,4,7,1,3
WX695,4,9,3,5,8,1,2
WX698,5,11,2,4,7,1,3
WX699,4,9,3,5,8,1,2
n4610,1,1,15,15,6,0,0
n4617,1,1,15,15,6,0,0
n4618,1,1,15,17,6,0,0
n4615,1,1,15,15,6,0,0
n4616,1,1,15,17,6,0,0
n4613,1,1,15,45,6,0,0
n4614,1,1,15,28,6,0,0
n4611,1,1,15,26,6,0,0
n4612,1,1,15,38,6,0,0
WX692,5,11,2,4,7,1,3
WX693,4,9,3,5,8,1,2
WX690,5,11,2,4,7,1,3
n4619,1,1,15,26,6,0,0
WX691,4,9,3,5,8,1,1
DFF_364_n1,4,6,1,1,11,1,1
WX685,4,9,3,3,8,1,2
WX686,5,11,2,2,7,1,3
WX683,4,9,3,5,8,1,2
WX684,5,11,2,4,7,1,3
WX689,4,5,3,5,4,0,1
WX688,5,11,2,4,7,1,3
n3311,2,8,1,2,12,2,3
n4642,1,1,2,30,5,0,0
n3312,2,8,1,2,9,2,3
n4643,1,1,2,30,5,0,0
n4640,1,1,2,30,5,0,0
n3310,2,8,1,2,15,2,3
n4641,1,1,2,30,5,0,0
n3319,2,8,1,2,24,2,3
n3317,2,8,1,2,9,2,3
n4648,1,1,2,30,5,0,0
n3318,3,12,1,2,78,3,4
n4649,1,1,2,30,5,0,0
n3315,2,8,1,2,15,2,3
n4646,1,1,2,30,5,0,0
n3316,2,8,1,2,12,2,2
n4647,1,1,2,30,5,0,0
n3313,3,12,1,2,13,3,4
n4644,1,1,2,30,5,0,0
n3314,2,8,1,2,18,2,3
n4645,1,1,2,30,5,0,0
WX681,4,9,3,5,4,1,2
WX682,5,11,2,4,7,1,3
WX680,5,11,2,4,3,1,3
WX674,5,11,2,4,7,1,3
WX675,4,9,3,5,8,1,2
WX672,5,11,2,4,7,1,3
WX673,4,9,3,5,8,1,2
WX678,5,11,2,4,5,1,3
WX679,4,9,3,5,6,1,2
WX676,5,11,2,4,4,1,3
WX677,4,9,3,5,5,1,2
n3300,2,8,1,2,45,2,3
n4631,1,1,15,15,6,0,0
DFF_352_n1,4,6,1,1,77,1,2
n3301,2,8,1,2,42,2,3
n4632,1,1,15,30,6,0,0
n4630,1,1,15,15,6,0,0
n3308,2,8,1,2,21,2,2
n4639,1,1,2,20,5,0,0
n3309,2,8,1,2,18,2,3
n3306,2,8,1,2,27,2,3
n4637,1,1,15,15,6,0,0
n3307,2,8,1,2,24,2,3
n4638,1,1,5,5,6,0,0
n3304,2,8,1,2,33,2,3
n4635,1,1,15,36,6,0,0
n3305,2,8,1,2,30,2,3
n4636,1,1,15,15,6,0,0
n3302,2,8,1,2,39,2,3
n4633,1,1,15,27,6,0,0
n3303,2,8,1,2,36,2,3
n4634,1,1,15,45,6,0,0
WX670,5,11,2,4,7,1,3
WX671,4,9,3,5,8,1,2
WX1972,4,9,3,7,71,1,1
WX1973,5,11,1,3,70,0,4
WX1974,4,9,3,7,71,1,1
WX1975,5,11,1,3,70,0,4
WX1970,4,9,3,7,71,1,1
WX1971,5,11,1,3,70,0,4
n4543,1,1,10,20,6,0,0
n3213,4,6,1,1,1,1,1
n4544,1,1,10,20,6,0,0
n4541,1,1,10,20,6,0,0
n3211,2,5,1,0,3,1,2
n4542,1,1,10,20,6,0,0
WX1976,4,9,3,7,71,1,1
WX1977,5,11,1,3,70,0,4
n4540,1,1,10,20,6,0,0
WX1978,4,9,3,7,71,1,1
WX1979,5,11,1,3,70,0,4
n4549,1,1,10,20,6,0,0
n3219,4,6,1,1,1,1,1
n4547,1,1,10,20,6,0,0
n3217,4,6,1,1,1,1,1
n4548,1,1,10,20,6,0,0
n4545,1,1,10,20,6,0,0
n3215,4,6,1,1,1,1,1
n4546,1,1,10,20,6,0,0
WX1961,5,11,2,4,70,0,3
WX1963,5,11,2,4,70,0,3
WX1969,5,11,1,3,70,0,4
n3201,2,5,1,0,5,1,2
n4532,1,1,10,20,6,0,0
n4533,1,1,10,20,6,0,0
n4530,1,1,10,20,6,0,0
n4531,1,1,10,21,6,0,0
WX1965,5,11,2,4,70,0,3
WX1967,5,11,2,3,70,0,3
n3209,2,5,1,0,5,1,2
n3207,2,5,1,0,5,1,2
n4538,1,1,10,20,6,0,0
n4539,1,1,10,20,6,0,0
n3205,2,5,1,0,4,1,2
n4536,1,1,10,19,6,0,0
n4537,1,1,10,20,6,0,0
n3203,2,5,1,0,2,1,1
n4534,1,1,10,20,6,0,0
n4535,1,1,10,20,6,0,0
WX1951,5,11,2,4,65,0,3
WX1953,5,11,2,4,66,0,3
n4565,1,1,11,14,6,0,0
WX1959,5,11,2,4,69,0,3
n3235,4,6,1,1,1,1,1
n4566,1,1,11,14,6,0,0
n4563,1,1,11,15,6,0,0
n3233,4,6,1,1,1,1,1
n4564,1,1,11,14,6,0,0
DFF_749_n1,4,6,1,1,14,1,1
n4561,1,1,11,13,6,0,0
WX1955,5,11,2,2,67,0,3
n3231,4,6,1,1,1,1,1
n4562,1,1,11,18,6,0,0
WX1957,5,11,2,4,68,0,3
n4560,1,1,11,16,6,0,0
n4569,1,1,11,13,6,0,0
n3239,4,6,1,1,1,1,1
n4567,1,1,11,24,6,0,0
n3237,4,6,1,1,1,1,1
n4568,1,1,11,14,6,0,0
WX1941,5,11,2,4,62,0,3
WX1947,5,11,2,4,56,0,3
n3223,4,6,1,1,1,1,1
n4554,1,1,10,20,6,0,0
n4555,1,1,10,20,6,0,0
WX1949,5,11,2,4,54,0,3
n3221,4,6,1,1,1,1,1
n4552,1,1,10,20,6,0,0
n4553,1,1,10,20,6,0,0
WX1943,5,11,2,4,60,0,3
n4550,1,1,10,20,6,0,0
n4551,1,1,10,20,6,0,0
WX1945,5,11,2,4,58,0,3
n3229,4,6,1,1,1,1,1
n3227,4,6,1,1,1,1,1
n4558,1,1,11,16,6,0,0
n4559,1,1,11,13,6,0,0
n3225,4,6,1,1,1,1,1
n4556,1,1,11,13,6,0,0
n4557,1,1,11,13,6,0,0
DFF_750_n1,4,6,1,1,17,1,1
n4580,1,1,15,40,6,0,0
n4587,1,1,15,46,6,0,0
n3257,4,6,1,2,1,1,1
n4588,1,1,15,45,6,0,0
n3254,3,12,1,2,4,3,4
n4585,1,1,15,27,6,0,0
n3255,2,5,1,0,3,1,2
n4586,1,1,15,47,6,0,0
DFF_762_n1,4,6,1,1,38,1,1
n3252,3,12,1,2,10,3,5
n4583,1,1,15,15,6,0,0
n3253,4,6,1,2,1,1,1
n4584,1,1,15,17,6,0,0
n3250,3,12,1,2,2,3,4
n4581,1,1,15,15,6,0,0
n3251,4,6,1,2,1,1,1
n4582,1,1,15,15,6,0,0
WX9022,2,3,2,4,79,0,2
WX9024,2,3,2,4,82,0,2
WX9026,2,3,2,4,85,0,2
WX9028,2,3,2,4,88,0,2
n3258,3,12,1,2,10,3,5
n4589,1,1,15,47,6,0,0
n3259,4,6,1,2,1,1,1
DFF_954_n1,4,6,1,1,38,1,1
n3245,4,6,1,2,1,1,1
n4576,1,1,15,15,6,0,0
n3246,3,12,1,2,10,3,5
n4577,1,1,15,15,6,0,0
n3243,4,6,1,1,1,1,0
n4574,1,1,15,27,6,0,0
n4575,1,1,15,25,6,0,0
n3241,4,6,1,1,1,1,1
n4572,1,1,15,38,6,0,0
n4573,1,1,15,26,6,0,0
n4570,1,1,11,13,6,0,0
n4571,1,1,12,22,6,0,0
n3249,4,6,1,2,1,1,1
n3247,4,6,1,2,1,1,1
n4578,1,1,15,16,6,0,0
n3248,3,12,1,2,10,3,5
n4579,1,1,15,17,6,0,0
WX1994,4,5,3,7,1,0,0
n3270,3,12,1,2,10,3,5
WX1995,5,11,1,3,69,0,4
n3271,4,6,1,2,1,1,1
WX1996,4,9,3,7,70,1,0
WX1997,5,11,1,3,69,0,4
WX1990,4,9,3,6,67,1,1
WX1991,5,11,1,2,67,0,4
DFF_575_n1,4,6,1,1,53,1,1
WX1993,5,11,1,3,68,0,4
n3278,2,2,2,13,3,0,0
n3279,3,12,1,2,9,3,5
n3276,3,12,1,2,10,3,5
n3277,4,9,1,2,7,1,2
WX1998,4,9,3,7,70,1,1
n3274,3,12,1,2,10,3,5
WX1999,5,11,1,3,67,0,4
n3275,4,6,1,2,1,1,1
n3272,3,12,1,2,10,3,5
n3273,4,6,1,2,1,1,1
DFF_174_n1,4,6,1,1,17,1,1
WX1983,5,11,1,3,70,0,4
n4590,1,1,15,26,6,0,0
WX1984,4,9,3,7,71,1,1
n3260,3,12,1,2,6,3,4
n4591,1,1,15,15,6,0,0
WX1985,5,11,1,3,70,0,4
WX1986,4,9,3,7,71,1,1
WX1980,4,9,3,7,71,1,1
WX1981,5,11,1,3,70,0,4
WX1982,4,9,3,7,71,1,1
n3267,4,6,1,2,1,1,1
n4598,1,1,15,15,6,0,0
n3268,3,12,1,2,10,3,5
n4599,1,1,15,21,6,0,0
n3265,4,6,1,2,1,1,1
n4596,1,1,15,41,6,0,0
n3266,3,12,1,2,10,3,5
n4597,1,1,15,15,6,0,0
WX1987,5,11,1,3,65,0,4
n3263,4,6,1,2,1,1,1
n4594,1,1,15,19,6,0,0
WX1988,4,9,3,7,66,1,1
n3264,3,12,1,2,10,3,5
n4595,1,1,15,33,6,0,0
WX1989,5,11,1,3,66,0,4
n3261,4,6,1,2,1,1,1
n4592,1,1,15,17,6,0,0
n3262,3,12,1,2,10,3,5
n4593,1,1,15,15,6,0,0
n3269,4,6,1,2,1,1,1
WX11157,4,6,3,5,7,2,3
n3292,2,5,1,0,5,1,2
WX11158,2,5,1,3,6,1,2
WX11155,4,6,3,5,7,2,3
n3290,2,5,1,0,3,1,2
WX11156,2,5,1,3,6,1,2
WX11159,4,6,3,5,7,2,3
n3298,2,8,1,2,51,2,3
n3299,2,8,1,2,48,2,2
n3296,2,5,1,0,3,1,2
n3294,2,5,1,0,5,1,2
WX11150,2,5,1,3,6,1,2
DFF_162_n1,4,2,1,1,21,0,0
WX11153,4,6,3,5,7,2,3
WX11154,2,5,1,3,6,1,2
WX11151,4,6,3,5,7,2,3
WX11152,2,5,1,3,6,1,2
WX11146,2,5,1,3,6,1,1
WX11147,4,6,3,5,7,2,3
n3282,2,5,1,0,3,1,2
WX11144,2,5,1,3,6,1,1
WX11145,4,6,3,5,7,2,3
n3280,2,5,1,0,3,1,2
WX11148,2,5,1,3,6,1,2
WX11149,4,6,3,5,7,2,3
DFF_929_n1,4,2,1,1,9,0,0
n3288,2,5,1,0,3,1,2
n3286,2,5,1,0,3,1,2
n3284,2,5,1,0,3,1,2
DFF_1142_n1,4,6,1,1,26,1,1
WX11142,2,5,1,3,6,1,1
WX11143,4,6,3,5,7,2,3
WX11140,2,5,1,3,6,1,1
WX11141,4,6,3,5,7,2,2
WX11179,4,6,3,5,7,2,3
WX11177,4,6,3,5,7,2,3
WX11178,2,5,1,3,6,1,2
DATA_9_18,2,5,0,0,4,0,2
DATA_9_19,2,5,0,0,4,0,2
DATA_9_16,2,5,0,0,6,0,2
DATA_9_17,2,5,0,0,4,0,2
DATA_9_25,2,5,0,0,6,0,2
DATA_9_26,2,5,0,0,6,0,2
WX11172,2,5,1,3,6,1,2
DATA_9_23,2,5,0,0,4,0,2
DATA_9_24,2,5,0,0,4,0,2
WX11170,2,5,1,2,6,1,2
DATA_9_21,2,5,0,0,4,0,2
WX11175,4,6,3,5,7,2,2
DATA_9_22,2,5,0,0,4,0,2
WX11176,2,5,1,3,6,1,2
WX11173,4,2,3,5,1,1,1
DATA_9_20,2,5,0,0,4,0,2
WX11174,2,5,1,3,6,1,2
WX11168,2,5,1,3,6,1,1
WX11169,4,6,3,4,7,2,3
WX11166,2,5,1,3,6,1,2
WX11167,4,6,3,5,7,2,3
DATA_9_14,2,5,0,0,5,0,2
WX11160,2,5,1,3,6,1,2
DATA_9_15,2,5,0,0,4,0,2
WX11161,4,6,3,5,7,2,3
DATA_9_12,2,5,0,0,6,0,2
DATA_9_13,2,5,0,0,3,0,2
DATA_9_10,2,5,0,0,6,0,2
WX11164,2,5,1,3,4,1,2
DATA_9_11,2,5,0,0,6,0,2
WX11165,4,6,3,5,5,2,3
WX11162,2,5,1,3,6,1,2
WX11163,4,6,3,5,7,2,3
WX11199,4,6,3,5,5,2,3
DFF_1129_n1,4,6,1,1,23,1,1
WX1937,5,14,2,4,64,2,3
WX1939,5,11,2,4,64,0,3
DFF_1697_n1,4,6,1,1,15,1,1
WX11190,2,5,1,3,8,1,2
DFF_942_n1,4,6,1,1,17,1,1
WX11193,4,6,3,5,9,2,3
WX11194,2,5,1,3,8,1,2
WX11191,4,6,3,5,9,2,3
WX11192,2,5,1,3,8,1,2
WX11197,4,6,3,5,9,2,3
WX11198,2,5,1,3,4,1,2
WX11195,4,6,3,5,9,2,3
WX11196,2,5,1,3,8,1,2
WX11188,2,5,1,3,8,1,2
WX11189,4,6,3,5,9,2,3
DATA_9_29,2,5,0,0,6,0,2
DATA_9_27,2,5,0,0,4,0,2
DATA_9_28,2,5,0,0,6,0,2
Stage1_1,3,8,1,1,4,1,1
Stage1_2,1,3,1,1,5,0,1
Stage1_3,1,1,1,1,6,0,0
WX11182,2,5,1,3,8,1,2
WX11183,4,6,3,5,9,2,3
WX11180,2,5,1,3,7,1,2
WX11181,4,6,3,5,8,2,3
WX11186,2,5,1,3,8,1,2
Stage1_4,1,1,1,1,7,0,0
WX11187,4,6,3,5,9,2,3
DATA_9_30,2,5,0,0,6,0,2
WX11184,2,5,1,3,8,1,2
DATA_9_31,2,5,0,0,3,0,2
WX11185,4,6,3,5,9,2,3
DFF_930_n1,4,6,1,1,12,1,0
DFF_1130_n1,4,6,1,1,26,1,1
DFF_1328_n1,4,6,1,1,8,1,1
WX542,2,5,2,5,6,1,2
WX543,4,6,3,6,7,2,3
WX540,2,5,2,5,8,1,2
WX541,4,6,3,6,9,2,3
WX546,2,5,1,5,2,1,1
WX547,4,6,5,9,3,1,3
WX544,2,5,3,7,4,1,1
WX545,4,6,3,8,5,2,3
WX531,4,6,3,6,19,2,3
WX532,2,5,2,5,16,1,2
WX530,2,5,2,5,18,1,2
WX535,4,6,3,6,15,2,3
WX536,2,5,2,5,12,1,2
WX533,4,6,3,6,17,2,3
WX534,2,5,2,5,14,1,2
WX539,4,6,3,6,11,2,3
WX537,4,6,3,6,13,2,3
WX538,2,5,2,5,10,1,2
DFF_1316_n1,4,6,1,1,8,1,1
WX520,2,5,2,5,28,1,2
WX521,4,2,3,6,1,1,1
WX524,2,5,2,5,24,1,2
WX525,4,6,3,6,25,2,3
WX522,2,5,2,5,26,1,2
WX523,4,6,3,6,27,2,2
WX528,2,5,2,5,20,1,2
DFF_1717_n1,4,6,1,1,23,1,1
WX529,4,6,3,6,21,2,3
WX526,2,5,2,5,22,1,2
Stage2_i,3,3,1,1,5,1,1
WX527,4,6,3,6,23,2,3
WX510,2,5,2,5,10,1,2
WX513,4,6,3,6,9,2,3
WX514,2,5,2,5,6,1,2
WX511,4,6,3,6,11,2,3
WX512,2,5,2,5,8,1,2
WX517,4,6,3,5,5,2,3
WX518,2,5,2,4,2,1,1
WX515,4,6,3,6,7,2,3
WX516,2,5,2,5,4,1,2
Stage2_7,1,3,1,1,6,0,1
Stage2_8,1,1,1,1,7,0,0
Stage2_9,1,1,1,1,8,0,0
WX11113,4,6,3,4,5,2,3
WX11114,2,5,2,3,4,1,1
WX11111,4,6,3,5,5,2,3
WX11112,2,5,2,4,4,1,1
WX502,2,5,2,5,18,1,2
WX11117,4,6,3,5,6,2,3
WX503,4,6,3,6,19,2,3
WX11118,2,5,1,3,6,1,1
WX500,2,5,2,5,20,1,2
WX11115,4,6,2,4,5,2,3
WX501,4,6,3,6,21,2,3
WX11116,2,5,1,3,5,1,1
WX506,2,5,2,5,14,1,2
WX507,4,6,3,6,15,2,3
WX504,2,5,2,5,16,1,2
WX11119,4,6,3,5,7,2,3
WX505,4,6,3,6,17,2,3
WX508,2,5,2,5,12,1,2
WX509,4,6,3,6,13,2,3
DFF_1705_n1,4,6,1,1,23,1,1
WX11110,2,5,2,4,4,1,1
WX11102,2,5,2,2,4,1,1
WX11100,2,5,2,4,2,1,0
WX11101,4,6,3,3,3,2,3
WX11106,2,5,2,4,4,1,1
WX11107,4,6,3,5,5,2,2
WX11104,2,5,2,4,4,1,1
WX11105,4,2,3,5,5,1,1
WX11108,2,5,2,4,4,1,1
WX11109,4,6,3,5,5,2,3
WX11135,4,6,3,4,3,2,3
WX11136,2,5,1,2,6,1,1
WX11133,4,6,3,5,7,2,3
WX11134,2,5,1,3,2,1,0
WX11139,4,2,3,5,1,1,1
WX11138,2,5,1,3,6,1,1
WX11131,4,6,3,5,7,2,3
WX11132,2,5,1,3,6,1,1
WX11130,2,5,1,3,6,1,1
WX11124,2,5,1,3,6,1,1
WX11125,4,6,3,5,7,2,3
WX11122,2,5,1,3,6,1,1
WX11123,4,6,3,5,7,2,3
WX11128,2,5,1,3,6,1,1
WX11129,4,6,3,5,7,2,3
WX11126,2,5,1,3,6,1,1
WX11127,4,6,3,5,7,2,3
WX11120,2,5,1,3,6,1,1
WX11121,4,6,3,5,7,2,3
CRC_OUT_7_26,4,6,3,3,38,1,1
WX9066,2,3,2,4,25,0,2
CRC_OUT_7_27,4,6,1,1,41,1,1
CRC_OUT_7_28,4,2,3,5,44,0,0
WX9068,2,3,2,4,28,0,2
CRC_OUT_7_29,4,6,3,5,47,1,0
CRC_OUT_7_20,4,6,3,5,20,1,1
WX9060,2,3,2,4,16,0,2
CRC_OUT_7_21,4,6,3,5,23,1,1
CRC_OUT_7_22,4,6,3,5,26,1,1
WX9062,2,3,2,4,19,0,2
CRC_OUT_7_23,4,6,3,5,29,1,1
CRC_OUT_7_24,4,6,3,5,32,1,1
WX9064,2,3,2,4,22,0,2
CRC_OUT_7_25,4,6,3,5,35,1,1
CRC_OUT_9_7,4,6,3,5,17,1,1
CRC_OUT_9_6,4,6,3,5,14,1,1
CRC_OUT_9_9,4,6,3,5,23,1,1
CRC_OUT_9_8,4,6,3,5,20,1,1
CRC_OUT_9_3,4,6,3,5,24,1,0
CRC_OUT_9_2,4,2,3,5,21,0,0
CRC_OUT_9_5,4,6,3,5,11,1,1
CRC_OUT_9_4,4,6,3,5,8,1,1
CRC_OUT_7_15,4,6,3,5,20,1,1
CRC_OUT_7_16,4,6,3,5,8,1,1
WX9056,2,3,2,4,10,0,2
CRC_OUT_7_17,4,6,3,5,11,1,1
CRC_OUT_9_1,4,6,1,1,18,1,1
CRC_OUT_7_18,4,6,3,5,14,1,1
CRC_OUT_9_0,4,6,3,3,15,1,2
WX9058,2,3,2,4,13,0,2
CRC_OUT_7_19,4,6,3,5,17,1,1
CRC_OUT_7_10,4,6,1,1,26,1,1
WX9050,2,3,2,4,16,0,2
CRC_OUT_7_11,4,2,3,5,8,0,0
CRC_OUT_7_12,4,6,3,5,11,1,0
WX9052,2,3,2,4,19,0,2
CRC_OUT_7_13,4,6,3,5,14,1,1
CRC_OUT_7_14,4,6,3,5,17,1,1
WX9054,2,4,2,4,7,0,3
test_so100,0,0,0,0,0,0,0
WX9044,2,4,2,4,7,0,3
WX9046,2,3,2,4,10,0,2
WX9048,2,3,2,4,13,0,2
WX9040,2,3,2,4,22,0,2
WX9042,2,3,2,4,25,0,2
DFF_186_n1,4,6,1,1,38,1,1
WX9034,2,3,2,4,13,0,2
WX9036,2,3,2,2,16,0,2
WX9038,2,3,2,4,19,0,2
WX9030,2,4,2,4,7,0,3
WX9032,2,3,2,4,10,0,2
n4500,1,1,2,10,5,0,0
n4507,1,1,2,10,5,0,0
n4508,1,1,2,4,4,0,0
n4505,1,1,2,10,5,0,0
n4506,1,1,2,10,5,0,0
n4503,1,1,2,10,5,0,0
n4504,1,1,2,10,5,0,0
n4501,1,1,2,10,5,0,0
n4502,1,1,2,10,5,0,0
n4509,1,1,2,4,4,0,0
n4521,1,1,2,4,4,0,0
n4522,1,2,2,4,3,0,0
n4520,1,1,2,4,4,0,0
n4529,1,1,10,20,6,0,0
n4527,1,2,2,4,3,0,0
n4528,1,2,2,4,3,0,0
n4525,1,2,2,4,3,0,0
n4526,1,2,2,4,3,0,0
n4523,1,2,2,4,3,0,0
n4524,1,2,2,4,3,0,0
WX9080,2,3,2,4,46,0,2
WX9082,2,3,2,4,49,0,2
WX9084,2,3,2,6,52,0,2
n4510,1,1,2,4,4,0,0
n4511,1,1,2,4,4,0,0
n4518,1,1,2,4,4,0,0
WX9078,2,3,2,4,43,0,2
n4519,1,1,2,4,4,0,0
n4516,1,1,2,4,4,0,0
n4517,1,1,2,4,4,0,0
n4514,1,1,2,4,4,0,0
n4515,1,1,2,4,4,0,0
n4512,1,1,2,4,4,0,0
n4513,1,1,2,4,4,0,0
WX9070,2,3,2,2,31,0,2
WX9072,2,3,2,4,34,0,2
WX9074,2,3,2,4,37,0,2
WX9076,2,3,2,4,40,0,2
DFF_955_n1,4,6,1,1,41,1,1
n2243,4,9,1,2,10,1,2
n3575,4,6,1,2,73,2,3
n2242,3,8,2,3,3,1,4
n3576,2,8,1,2,78,2,4
n2245,2,2,9,18,7,0,0
n3573,4,6,1,2,73,2,3
n2244,3,8,2,3,11,1,4
n3574,2,8,1,2,78,2,4
n3571,4,6,1,2,73,2,3
