Netlist,LOFi1,LOFi2,LOFo1,LOFo2,PI,inFF1,inFF2
n3035,2,8,1,1,32,1,2
n4366,4,5,15,36,7,1,2
n3032,2,8,1,1,32,1,2
n4363,4,5,2,26,6,1,3
n3033,3,9,3,3,10,0,1
n4364,4,5,2,27,8,1,2
g2679,4,8,3,4,6,1,3
n3030,4,10,4,6,31,1,3
n4361,4,5,2,5,5,1,2
n3031,2,8,1,1,32,1,2
n4362,4,5,11,38,10,1,2
n3038,2,10,4,10,31,1,5
n4369,4,5,14,14,10,1,2
n3039,3,13,1,2,16,0,0
g29581,2,3,1,3,6,0,1
g29582,2,3,1,3,29,0,1
g1352,4,6,4,10,9,1,1
g2688,4,8,3,5,6,1,3
n3025,2,2,1,1,12,0,0
n4356,4,8,15,30,6,2,2
n3026,2,10,2,3,31,1,5
n4357,4,8,15,30,6,2,2
n3023,4,10,1,1,12,0,4
n4354,4,7,3,4,8,1,1
g2685,4,4,3,5,1,0,2
DFF_448_n1,4,8,1,1,7,2,4
n3024,3,9,1,1,11,0,4
n4355,4,6,1,2,28,1,1
n3021,2,9,1,3,13,0,0
n4352,4,8,3,8,10,1,4
n3022,5,14,1,1,12,0,4
n4353,4,8,3,8,11,1,4
g1358,4,7,4,12,13,1,1
n4350,4,6,2,2,22,1,1
n3020,6,15,3,7,8,3,6
n4351,4,7,4,10,4,1,4
n3029,3,9,3,3,14,0,1
n3027,6,15,3,7,10,3,5
n4358,4,8,15,30,2,2,0
n3028,2,8,1,1,32,1,2
n4359,4,8,15,30,6,2,2
DFF_140_n1,4,8,1,1,17,1,1
n3050,3,13,1,3,16,0,0
n4381,4,5,2,26,10,1,2
n3051,5,9,1,1,15,0,3
n4382,4,5,12,24,5,1,2
n4380,4,4,8,11,4,1,1
g2651,4,8,3,11,11,1,2
g2650,4,8,3,11,9,1,3
DFF_1561_n1,4,2,1,2,6,1,0
g2655,4,4,3,12,1,0,1
n3058,2,4,2,2,14,0,1
n4389,4,8,6,11,3,1,3
g2654,4,8,3,8,11,1,2
n3059,2,4,2,2,14,0,2
g2653,4,8,3,8,9,1,2
n3056,2,10,3,4,13,1,6
n4387,4,8,8,16,30,2,3
g2652,4,8,3,8,13,1,2
n3057,2,5,3,4,14,1,1
n4388,4,8,8,16,30,2,3
g2659,4,8,3,8,9,1,1
n3054,2,5,3,4,14,1,1
n4385,4,8,8,16,30,2,3
g2658,4,8,3,8,13,1,2
n3055,2,12,3,4,13,0,6
n4386,4,8,8,16,30,2,3
n3052,3,6,1,1,15,0,1
n4383,4,5,12,24,7,1,2
g1326,4,6,3,9,9,1,1
g2656,4,8,3,11,9,1,2
n3053,5,9,1,1,15,0,3
n4384,4,1,8,8,31,0,0
n4370,4,5,13,32,6,1,2
n3040,5,10,1,1,15,0,4
n4371,4,5,13,32,5,1,3
g3993,4,8,5,19,3,1,4
g2661,4,8,3,7,6,1,3
g2660,4,8,3,8,11,1,2
n3047,2,5,3,4,15,1,1
n4378,4,8,8,11,3,1,3
n3048,2,4,2,2,14,0,1
n4379,4,8,8,11,4,2,2
g1332,4,7,4,12,13,1,1
g2664,4,8,3,5,8,1,3
n3045,2,12,3,4,13,0,8
n4376,4,8,9,14,4,2,2
g22106,4,13,1,3,36,1,7
n3046,2,10,3,4,13,1,4
n4377,4,8,8,9,3,1,3
n3043,2,10,4,5,13,1,6
n4374,4,8,9,14,3,1,3
g1339,4,6,4,10,9,1,1
n3044,2,5,3,4,14,1,1
n4375,4,8,9,14,4,2,2
n3041,3,5,1,1,15,0,0
n4372,4,5,12,31,7,1,2
g2667,4,8,3,5,10,1,3
n3042,5,10,1,1,14,0,4
n4373,4,8,9,14,3,1,3
g22101,4,11,1,3,36,2,4
g22100,4,11,1,3,12,2,4
g22105,4,11,1,3,36,2,3
g22104,4,11,1,3,36,2,4
g22103,4,13,1,2,36,1,7
n3049,2,4,2,2,16,0,2
g22102,4,13,1,3,36,1,7
n3072,5,10,1,1,15,0,4
n3073,3,5,1,1,15,0,0
n3070,2,10,4,10,2,1,5
n3071,3,13,1,2,16,0,0
DFF_659_n1,4,8,2,2,2,2,2
g2633,4,8,5,12,12,2,2
g2632,4,10,2,10,11,1,8
g2631,4,8,5,16,10,1,4
n3078,2,10,3,4,13,1,4
g1300,4,8,3,5,7,1,3
g22117,4,11,1,3,36,2,4
n3079,2,5,3,4,15,1,1
g2637,0,0,1,3,0,0,0
n3076,2,5,3,4,14,1,1
g1306,4,8,3,5,11,1,3
n3077,2,12,3,4,13,0,8
g1303,4,8,3,5,9,1,3
n3074,5,10,1,1,14,0,4
n3075,2,10,4,5,13,1,6
g22112,4,11,1,3,7,2,3
g2639,4,8,2,4,10,2,4
g2638,4,8,2,4,2,2,2
g22116,4,11,1,3,36,2,4
g22115,4,11,1,3,2,2,2
g22114,4,11,1,3,3,2,4
g22113,4,11,1,2,7,2,3
n3061,3,6,1,2,15,0,0
n4392,4,8,6,11,4,2,2
n3062,6,15,6,10,10,3,6
n4393,4,6,5,5,13,1,0
n4390,4,8,6,11,3,1,3
n3060,2,10,2,4,13,1,4
n4391,4,8,6,11,4,2,2
g2640,4,8,2,4,10,2,3
n3069,3,9,1,3,6,0,6
g2643,4,8,2,3,3,2,4
g2642,4,8,2,6,11,2,3
g22129,4,13,1,3,36,1,7
n3067,2,8,1,1,32,1,2
n4398,4,6,5,6,13,1,1
g2641,4,8,2,4,11,2,4
g22128,4,13,1,3,36,1,7
n3068,2,2,1,3,9,0,0
n4399,4,6,5,6,13,1,1
g1316,4,8,6,22,5,1,6
g2648,4,8,2,4,9,2,3
n3065,3,9,3,3,13,0,1
n4396,4,6,5,5,13,1,0
g2647,4,8,2,4,12,2,4
n3066,4,10,4,6,31,1,3
n4397,4,6,5,6,13,1,1
g2646,4,8,2,4,11,2,2
n3063,2,8,1,1,32,1,2
n4394,4,6,5,5,13,1,1
g1315,4,8,6,27,3,2,4
g2645,4,4,2,4,1,1,2
n3064,2,5,1,1,32,0,2
n4395,4,6,5,5,9,1,1
g22123,4,11,1,3,36,2,5
g22122,4,11,1,3,36,2,4
g1319,4,7,5,13,13,1,1
g2649,4,8,3,11,13,1,2
g22127,4,11,1,3,36,2,3
g22126,4,11,1,3,2,2,3
g22125,4,13,1,3,2,1,6
g22124,4,13,1,3,36,1,6
n3094,6,18,6,10,10,4,5
n3095,2,5,1,1,32,0,2
n3092,2,10,2,4,13,1,4
n3093,3,6,1,2,15,0,0
n3090,2,4,2,2,14,0,1
n3091,2,4,2,2,14,0,2
g2611,4,4,3,5,1,1,1
n3098,4,10,4,6,31,1,3
n3099,2,5,1,1,32,0,2
n3096,2,8,1,1,32,1,2
g2612,4,8,3,7,8,1,3
n3097,3,9,3,3,15,0,1
g2619,4,5,4,33,4,1,3
g2617,4,6,4,6,1,0,6
g20353,4,16,2,5,11,3,8
n3083,5,9,1,1,5,0,3
n3084,3,6,1,1,15,0,1
n3081,2,4,2,2,16,0,2
n3082,3,13,1,3,6,0,0
n3080,2,4,2,2,14,0,1
n3089,2,5,3,4,14,1,1
n3087,2,12,3,4,13,0,7
g2625,4,5,4,34,6,1,2
n3088,2,10,3,4,13,1,5
g2624,4,5,3,20,8,1,2
n3085,5,9,1,1,5,0,3
g2623,4,10,4,18,11,1,7
n3086,2,5,3,4,4,1,1
g2628,4,8,4,11,10,1,3
g23407,4,13,1,3,2,3,2
g23406,4,13,1,3,10,3,5
g24734,3,6,3,5,16,1,2
g20375,4,16,2,5,11,3,8
g20376,4,10,1,5,2,2,2
g23400,4,13,1,3,12,3,3
g23418,4,13,1,3,3,3,5
g2602,4,10,2,4,13,1,4
g23413,4,13,1,2,10,3,5
g2609,4,8,2,2,14,2,2
g22057,4,11,1,3,7,2,3
g22056,4,11,1,2,36,2,4
g22055,4,11,1,3,36,2,4
g22054,4,11,1,3,36,2,4
g23385,4,13,1,3,10,3,3
g22059,4,11,1,3,7,2,4
g22058,4,11,1,3,7,2,3
DFF_663_n1,4,8,1,3,6,2,4
g18804,4,13,1,2,6,3,4
g18803,4,10,2,12,2,2,2
g8007,4,8,9,27,7,2,2
g13111,6,24,1,4,8,6,6
test_se,0,0,1894,6243,0,0,0
g13110,4,13,16,68,27,2,6
g2703,4,8,6,27,7,2,4
g2707,4,7,5,13,17,1,1
g22068,4,11,1,3,36,2,4
g23399,4,13,1,3,8,3,3
g22067,4,11,1,3,2,2,3
g22066,4,11,1,3,36,2,4
g27759,4,10,1,3,15,1,4
DFF_1626_n1,4,8,1,1,18,1,4
g2704,4,8,6,22,9,1,6
g22065,4,11,1,3,36,2,5
g22060,4,11,1,3,36,2,4
g22064,4,11,1,3,36,2,5
g22063,4,11,1,3,36,2,4
g22061,4,11,1,3,36,2,4
g23392,4,13,1,3,3,3,3
g13124,6,24,1,4,10,6,6
DFF_651_n1,4,8,2,3,6,2,4
g22079,4,11,1,3,36,2,4
g27768,4,10,1,3,16,1,4
g22078,4,11,1,3,36,2,4
g27767,4,10,1,3,15,1,4
g22077,4,11,1,3,36,2,4
g22076,4,11,1,3,36,2,3
g27769,4,10,1,3,20,1,4
g27764,4,10,1,3,2,1,3
g27763,4,10,1,3,18,1,3
g27766,4,10,1,3,3,1,4
g27765,4,10,1,3,18,1,3
g27760,4,10,1,3,20,1,3
g27762,4,10,1,3,20,1,4
g27761,4,10,1,3,15,1,3
g22075,4,11,1,3,7,2,4
g22074,4,11,1,3,7,2,3
g22073,4,11,1,3,7,2,3
g18821,4,10,2,12,2,2,2
g13135,6,24,1,4,10,6,6
g18820,4,13,2,9,10,3,4
g22089,4,11,1,3,36,2,3
g22088,4,11,1,3,36,2,4
g22087,4,11,1,3,3,2,4
g27771,4,10,1,2,20,1,4
g22081,4,13,1,3,36,1,7
g22080,4,11,1,3,36,2,5
n3814,2,6,2,4,14,1,2
n3815,2,6,3,5,13,1,2
n3812,6,18,1,1,35,4,6
n3813,2,6,1,2,15,1,2
g23348,2,3,2,8,12,0,1
n3811,6,24,1,1,35,6,6
g709,4,8,3,6,10,1,3
g708,4,8,3,6,9,1,3
g707,4,8,3,5,11,1,3
g706,4,8,3,6,10,1,3
g705,4,8,3,6,9,1,3
N690,2,6,1,2,11,1,1
g704,4,8,3,6,11,1,3
g703,4,8,3,6,10,1,3
n3818,2,7,1,4,12,0,4
g702,4,8,3,6,9,1,3
n3819,2,12,1,4,11,0,7
g701,4,8,3,6,11,1,3
n3816,2,5,1,1,10,1,3
g700,4,8,3,7,10,1,3
n3817,2,8,1,1,7,2,3
g22029,4,11,1,3,36,2,4
g27718,2,3,2,8,8,0,1
n3803,2,10,1,1,5,1,6
n3804,6,18,1,1,7,4,6
n3801,2,10,1,1,5,1,6
n3802,2,10,1,1,5,1,6
g22028,4,11,1,3,36,2,5
g23359,2,3,2,6,21,0,1
g22027,4,11,1,3,36,2,5
g23358,3,6,2,5,17,0,3
n3800,6,15,1,1,8,3,6
g22026,2,4,1,6,13,0,2
g23357,2,3,2,6,42,0,1
g22025,4,11,1,3,36,2,5
n3807,2,10,1,1,8,1,6
n3808,2,10,1,1,8,1,6
n3805,6,18,1,1,7,4,5
n3806,6,18,1,1,7,4,6
g721,4,8,3,6,10,1,3
g720,4,8,3,6,9,1,3
g6231,1,4,13,47,7,1,1
g22035,4,11,1,3,7,2,4
g27724,2,3,2,8,12,0,1
n2504,3,8,3,7,11,0,6
n3836,2,10,1,1,8,1,7
g22034,4,11,1,3,36,2,4
n2503,6,15,5,7,12,3,4
g22033,4,11,1,3,36,2,4
n2506,2,5,1,1,7,1,1
n3834,6,21,1,1,7,5,6
g22032,4,11,1,3,2,2,4
n2505,4,14,2,13,24,3,5
n3835,2,10,1,1,9,1,6
g22039,4,11,1,3,36,2,5
n2500,6,21,4,8,12,5,5
n3832,6,18,1,1,8,4,6
g22038,4,11,1,3,3,2,5
n3833,6,21,1,1,7,5,6
g22037,4,11,1,2,36,2,4
g27722,2,3,2,6,12,0,1
n2502,6,21,5,8,12,5,5
n3830,2,10,1,1,5,1,6
n2501,6,15,5,9,12,3,5
n3831,2,10,1,1,5,1,6
g729,4,8,3,5,13,1,1
g728,4,8,3,5,13,1,2
g726,4,8,3,6,9,1,3
g725,4,4,3,7,1,0,2
g22031,4,11,1,3,36,2,5
n2508,2,7,1,1,14,1,1
g724,4,8,3,7,10,1,3
g22030,4,11,1,3,36,2,4
n2507,3,6,1,1,15,0,3
g723,4,8,3,7,9,1,3
g722,4,8,3,7,11,1,3
n2509,2,10,1,1,13,1,6
n3839,6,15,1,1,3,3,5
g710,4,8,3,7,11,1,2
n3825,2,10,1,1,9,1,6
g22045,4,11,1,3,36,2,4
n3826,6,18,1,1,8,4,5
g22044,4,11,1,3,7,2,4
n3823,2,10,1,1,9,1,6
g22043,4,11,1,3,7,2,3
n3824,2,10,1,1,9,1,6
n3821,4,9,1,4,7,0,3
g22049,4,11,1,3,36,2,5
n3822,3,6,1,1,6,0,3
g22048,4,11,1,3,36,2,5
g719,4,8,3,6,11,1,3
g22047,4,11,1,3,36,2,4
n3820,3,5,1,4,33,0,3
g718,4,8,3,6,10,1,3
g717,4,8,3,6,9,1,3
g716,4,8,3,6,11,1,3
g715,4,8,3,6,10,1,3
g714,4,8,3,6,9,1,3
g22042,4,11,1,3,36,2,4
n3829,2,10,1,1,5,1,7
g713,4,8,3,6,11,1,3
g22041,4,11,1,3,36,2,4
g712,4,4,3,7,1,0,2
g22040,4,11,1,3,36,2,4
n3827,6,18,1,1,8,4,6
n3828,6,18,1,1,8,4,6
g3185,4,8,3,6,9,1,3
g740,4,6,3,4,36,1,0
g3188,4,8,5,16,30,1,1
n3850,2,5,1,1,34,1,0
n3851,2,5,1,1,11,1,1
n2520,2,10,1,1,8,1,4
g13182,6,24,1,2,10,6,6
n2526,6,15,5,9,12,3,5
n3858,2,3,2,3,7,0,0
n2525,6,18,3,6,12,4,5
n3859,2,5,3,4,8,1,2
n2528,6,15,5,9,12,3,5
n2527,6,18,4,8,12,4,4
n3857,2,6,1,2,9,1,2
n2522,2,10,1,1,13,1,5
n3854,5,17,1,2,9,3,8
n2521,3,6,1,1,14,0,3
n3855,4,14,2,2,12,3,6
n2524,2,10,1,1,13,1,5
n3852,2,6,1,1,39,1,3
n2523,2,10,1,1,13,1,4
n3853,2,5,1,1,40,1,1
n2529,6,18,5,8,12,4,5
g744,4,2,4,6,1,0,0
g3197,4,9,4,7,13,1,3
g732,4,8,3,6,13,1,2
g731,4,8,3,6,13,1,2
g6225,4,8,5,19,3,1,4
g730,4,8,3,5,13,1,2
g18885,4,10,2,12,2,2,2
n3840,6,18,1,1,35,4,6
g18883,4,10,2,13,2,2,2
g13194,6,24,1,2,10,6,6
n2515,4,9,1,2,13,0,3
n3847,6,15,3,5,2,3,5
n2514,4,9,1,2,8,0,1
n3848,6,15,3,5,10,3,6
n2517,2,7,3,8,6,0,6
n3845,6,15,3,5,2,3,5
n2516,4,11,3,4,14,0,3
n3846,3,11,3,3,12,1,4
n2511,6,21,5,9,12,5,5
n3843,6,15,3,5,9,3,6
n2510,2,10,1,1,13,1,6
n3844,3,11,3,3,12,1,4
n2513,3,6,3,5,13,0,5
n3841,3,11,3,3,11,1,4
n2512,6,21,4,6,12,5,5
n3842,3,11,3,3,10,1,4
g739,4,7,3,6,19,1,2
g738,4,7,3,5,19,1,2
g737,4,7,4,25,18,1,2
g736,4,8,3,5,10,1,2
n2519,2,10,1,1,12,1,5
g735,4,8,3,5,9,1,2
n2518,2,10,1,1,12,1,4
g734,4,8,3,5,11,1,2
g733,4,8,3,6,13,1,2
g3164,4,8,3,6,7,1,4
g3161,4,8,3,6,12,1,4
g762,4,6,4,8,36,1,1
g25191,3,5,1,5,19,0,4
g3167,4,8,3,6,9,1,4
n2540,4,9,1,2,11,0,1
n3872,6,21,1,1,7,5,5
n3873,6,21,1,1,7,5,5
n2542,4,11,4,5,13,0,3
n3870,2,10,1,1,8,1,6
n2541,4,9,1,2,20,0,3
n3871,6,21,1,1,7,5,4
n2548,2,10,1,1,12,1,5
n2547,3,6,1,1,13,0,3
n3878,6,21,1,1,7,5,5
n2549,2,10,1,1,12,1,4
n3879,6,21,1,1,7,5,5
g25189,2,3,2,8,8,0,1
n2544,2,10,1,1,41,1,7
n3876,2,10,1,1,4,1,6
n2543,2,7,3,11,9,0,3
n3877,6,21,1,1,7,5,5
n2546,2,10,1,1,37,1,4
n3874,2,10,1,1,4,1,6
n2545,2,10,1,1,41,1,4
n3875,2,10,1,1,4,1,6
g25185,2,3,2,8,12,0,1
g3170,4,8,3,6,11,1,4
g767,4,7,4,9,40,1,1
g753,4,6,4,7,36,1,1
g3173,4,8,3,6,7,1,4
g3176,4,8,3,4,9,1,4
n3861,2,6,1,1,19,1,3
n3862,2,8,1,1,11,2,3
n2531,3,8,3,7,7,0,6
n2530,6,15,5,7,12,3,5
n3860,2,6,1,2,22,1,2
n2537,6,21,5,9,12,5,5
n3869,2,10,1,1,8,1,6
n2536,2,10,1,1,13,1,6
n2539,3,6,3,5,13,0,5
n3867,3,6,1,1,5,0,3
n2538,6,21,4,6,12,5,5
n3868,2,10,1,1,8,1,6
n2533,3,6,1,1,15,0,3
n3865,3,5,1,4,33,0,3
n2532,2,5,1,1,13,1,1
n3866,4,9,1,4,6,0,3
n2535,2,10,1,1,13,1,6
n3863,2,7,1,4,12,0,3
n2534,2,7,1,1,14,1,1
n3864,2,12,1,4,11,0,7
g25197,2,3,2,8,12,0,1
g25199,2,3,1,5,22,0,1
g3182,4,4,3,6,7,0,3
g758,4,7,4,9,40,1,1
g25194,2,3,2,8,12,0,1
g3142,4,8,4,5,17,1,1
g13149,6,24,1,2,8,6,6
g18837,4,13,1,2,16,3,4
g785,4,8,4,13,4,2,2
g18836,4,10,2,14,2,2,2
g18835,4,10,2,11,2,2,2
g780,4,6,4,8,36,1,1
n2562,2,10,1,1,13,1,6
n3894,2,5,2,3,11,1,1
n2561,2,10,1,1,12,1,5
n3895,2,6,1,1,38,2,2
g13143,6,24,1,4,10,6,6
n2564,6,18,4,6,11,4,6
n3892,2,6,1,1,38,2,2
n2563,6,21,5,9,12,5,6
n3893,2,6,2,4,37,1,2
n3890,2,6,2,3,8,1,1
n3891,2,2,2,3,13,0,0
n2560,2,10,1,1,13,1,4
n2569,2,7,3,8,11,0,5
g22099,4,11,1,3,3,2,4
g22098,4,11,1,2,36,2,4
n2566,4,9,1,2,13,0,1
n3898,5,16,1,8,23,2,7
n2565,6,15,3,5,12,3,6
n3899,5,18,1,8,26,2,9
n2568,4,11,3,4,14,0,3
n3896,2,6,2,3,37,1,1
n2567,4,9,1,2,7,0,3
n3897,2,2,2,3,13,0,0
g22092,4,11,1,3,7,2,4
g22091,4,11,1,3,7,2,3
g22090,4,11,1,3,7,2,3
g22097,4,11,1,3,36,2,3
g789,4,8,3,13,4,2,2
g776,4,7,4,9,40,1,1
g3151,4,8,3,7,30,1,1
g771,4,6,4,8,36,1,1
g13155,6,24,1,2,10,6,6
g3155,4,8,3,6,8,1,4
g7519,4,8,2,3,7,1,3
n2551,6,24,3,6,3,6,5
n2550,2,10,1,1,4,1,7
n3884,6,18,1,1,2,4,5
n2553,6,21,6,8,11,5,6
n3881,2,10,1,1,8,1,6
g3158,4,8,3,6,10,1,4
DFF_1009_n1,4,8,2,2,5,2,4
n2552,6,15,5,10,11,3,6
n3880,2,10,1,1,8,1,6
n2559,3,6,1,1,14,0,3
n2558,2,5,1,1,41,1,1
n3889,2,6,1,1,9,2,2
n2555,6,15,5,8,2,3,5
n3887,2,6,2,3,31,1,1
n2554,6,15,5,9,12,3,6
n3888,2,2,2,3,13,0,0
n2557,3,8,3,7,10,0,3
n3885,6,15,1,1,35,3,6
n2556,6,24,5,7,12,6,6
n3886,2,6,1,1,32,2,2
g4450,4,8,3,13,3,1,4
g3124,4,9,3,7,6,1,2
g3128,4,5,3,3,11,1,1
g18852,4,10,2,11,2,2,2
n2584,2,5,1,1,42,1,1
n2583,3,8,3,7,12,0,5
n2586,2,7,1,1,14,1,1
g13164,6,24,1,4,10,6,6
n2585,3,6,1,1,15,0,3
n2580,6,15,5,9,3,3,4
n2582,6,15,5,7,12,3,5
g3129,4,5,4,30,5,1,2
g13160,6,24,1,2,8,6,6
n2581,6,21,5,8,12,5,5
n2588,2,10,1,1,13,1,5
n2587,2,10,1,1,13,1,6
n2589,6,21,5,9,12,5,5
g30500,4,8,1,2,13,2,3
g30503,4,8,1,3,7,1,3
g30505,4,8,1,3,15,1,3
g797,4,8,3,9,4,2,2
g5796,4,8,6,34,2,2,0
g18868,4,13,1,2,16,3,4
g18867,4,10,2,11,2,2,1
g793,4,8,3,11,4,2,2
g18866,4,10,2,14,2,2,2
g3133,4,5,3,3,31,1,1
n2573,3,6,1,1,14,0,3
n2572,2,10,1,1,37,1,4
n2575,2,10,1,1,13,1,4
g13175,6,24,1,4,10,6,6
n2574,2,10,1,1,13,1,6
n2571,2,10,1,1,41,1,6
g13171,6,24,1,2,10,6,5
n2570,2,10,1,1,6,1,4
n2577,6,15,3,6,12,3,5
n2576,2,10,1,1,13,1,4
n2579,6,21,4,8,12,5,5
n2578,6,15,5,9,12,3,5
g2133,4,6,4,8,30,1,1
n2001,1,6,3,5,7,0,5
n3333,6,24,1,1,7,0,18
n4664,1,4,14,18,9,1,1
g2138,4,7,4,9,34,1,1
n2000,1,6,2,2,6,0,6
n3334,2,5,2,4,37,0,0
n4665,1,4,13,16,7,1,1
n2003,1,6,4,6,6,0,6
n3331,2,12,3,4,7,0,12
n4662,1,4,7,17,24,0,2
n2002,1,6,5,8,6,0,6
n3332,4,19,1,1,7,0,18
n4663,1,4,13,16,11,1,1
n4660,1,6,10,22,10,0,3
n3330,2,7,1,1,3,0,6
n4661,1,4,12,25,24,0,2
n2008,1,6,5,6,9,0,3
n3339,5,15,3,4,8,2,7
n2005,1,6,3,3,7,0,3
n3337,3,10,2,4,35,0,0
n4668,1,4,13,16,3,1,1
n2004,1,6,3,3,7,0,3
n3338,5,15,3,4,14,2,7
n4669,1,4,13,36,11,1,1
n2007,1,6,3,5,9,0,3
n3335,6,23,2,4,35,0,12
n4666,1,4,13,16,7,1,1
n3336,4,14,1,2,36,0,4
n4667,1,4,14,18,5,1,1
DFF_1449_n1,4,8,1,6,2,2,0
g2142,4,6,4,8,30,1,1
n3322,2,2,1,1,4,0,0
n4653,1,6,10,26,11,0,3
n3323,3,18,2,2,34,0,18
n4654,1,6,10,22,4,0,3
n3320,6,24,8,17,6,6,6
n4651,1,4,10,23,25,0,3
g2147,4,7,4,8,6,1,0
n3321,3,4,1,1,35,0,0
n4652,1,4,3,6,25,0,3
n4650,1,4,24,221,5,1,1
n3328,6,19,1,1,7,0,12
n4659,1,6,10,26,10,0,3
n3329,6,24,4,14,6,6,6
n3326,2,5,1,2,8,0,0
n4657,1,6,10,26,9,0,3
n3327,4,20,1,2,8,0,12
n4658,1,6,10,23,9,0,3
n3324,4,17,1,2,8,0,4
n4655,1,6,10,26,11,0,3
n3325,4,15,1,2,7,0,6
n4656,1,6,10,23,11,0,3
g2111,4,8,3,6,13,1,2
g2112,4,8,3,6,13,1,2
g2110,4,8,3,5,13,1,2
g2115,4,8,3,5,9,1,2
n2023,1,1,3,3,10,0,0
n3355,3,13,1,1,9,0,12
n4686,1,4,10,22,9,1,1
g2116,4,8,3,5,10,1,2
n2022,1,6,1,5,3,0,3
n3356,6,24,7,15,8,6,6
n4687,1,4,14,14,9,1,1
g2113,4,8,3,6,13,1,2
n2025,1,6,3,4,7,0,6
n3353,2,7,1,1,6,0,6
n4684,1,1,14,60,12,0,1
g2114,4,8,3,5,11,1,2
n2024,1,1,4,4,10,0,0
n3354,6,24,4,8,8,6,5
n4685,1,4,11,36,11,1,1
g2119,4,7,3,6,20,1,2
n3351,6,24,4,6,2,6,10
n4682,1,4,10,21,9,1,1
n3352,2,12,3,4,9,0,12
n4683,1,4,10,22,7,1,1
g2117,4,7,4,31,18,1,2
n2021,1,2,4,4,8,0,0
n4680,1,4,11,36,11,1,0
g2118,4,7,3,5,20,1,2
n2020,1,2,4,4,10,0,0
n3350,3,8,2,2,10,0,6
n4681,1,4,14,15,9,1,1
n2027,1,6,4,5,7,0,6
n3359,3,8,1,1,11,0,0
n2026,1,2,2,3,8,0,0
n2029,1,6,8,11,7,0,6
n3357,6,24,6,10,4,6,11
n4688,1,4,11,11,7,1,1
n2028,1,2,2,6,8,0,0
n3358,6,24,7,12,33,6,11
n4689,1,4,8,45,11,1,1
g2120,4,6,3,4,30,1,1
CK,0,0,1894,6243,0,0,0
n3344,4,15,1,2,11,0,6
n4675,1,4,13,16,11,1,1
n3345,4,13,1,1,10,0,6
n4676,1,4,13,36,9,1,1
g2124,4,6,4,6,30,1,1
n2014,1,6,4,7,34,0,6
n3342,3,10,1,2,34,0,6
n4673,1,4,13,36,7,1,1
n3343,3,5,1,2,12,0,0
n4674,1,4,13,16,7,1,1
n3340,4,7,3,3,25,0,0
n4671,1,4,13,34,9,1,1
n3341,2,5,2,4,11,0,0
n4672,1,4,14,19,9,1,1
g2129,4,7,4,9,34,1,1
n4670,1,4,13,16,11,1,1
n2019,1,2,4,4,6,0,0
n2016,1,6,2,2,3,0,6
n3348,4,14,2,2,10,0,12
n4679,1,1,14,60,12,0,1
n2015,1,3,1,1,35,0,0
n3349,2,12,3,3,5,0,12
n2018,1,6,2,2,34,0,6
n3346,6,24,5,9,33,6,10
n4677,1,4,13,16,9,1,1
n2017,1,6,3,3,34,0,6
n3347,4,15,1,1,11,0,6
n4678,1,4,13,16,7,1,1
n3370,2,7,1,1,34,0,6
g30680,4,17,1,3,13,3,4
g30681,4,14,1,3,3,2,4
g30682,4,14,1,3,12,2,3
g30683,4,14,1,3,15,2,4
g30684,4,11,1,3,10,1,3
n2045,1,2,11,11,9,0,1
n3377,3,10,2,4,6,0,0
n2044,1,2,11,11,8,0,1
n3378,5,15,3,4,12,2,7
n3375,6,23,2,4,6,0,12
n2046,1,3,3,36,18,0,3
n3376,4,14,1,2,7,0,4
n3373,6,24,1,1,9,0,18
n3374,2,5,2,4,8,0,0
n2043,1,2,11,11,7,0,1
n3371,2,12,3,4,9,0,12
n3372,4,19,1,1,9,0,18
g28358,4,13,1,3,12,2,3
n2049,1,6,2,2,8,0,6
g28357,4,13,1,3,11,2,3
n2048,1,2,4,17,11,0,0
n3379,5,15,3,4,8,2,7
g28354,4,13,1,3,11,2,3
g30686,4,14,1,3,15,2,3
g28353,4,13,1,2,11,2,3
g30687,4,11,1,3,13,1,4
g28356,4,13,1,3,7,2,3
g30688,4,11,1,3,11,1,4
g28355,4,13,1,3,9,2,3
g30689,4,14,1,3,13,2,3
g28350,4,13,1,3,9,2,3
g28352,4,13,1,3,11,2,3
g28351,4,13,1,3,13,2,3
n4690,1,4,10,10,11,1,1
g30670,4,14,1,3,14,2,3
g2100,4,8,3,6,9,1,3
g30671,4,14,1,3,3,2,4
g2101,4,8,3,6,10,1,3
g30672,4,14,1,3,13,2,3
g30673,4,11,1,3,11,1,4
g30674,4,14,1,3,11,2,4
g2104,4,8,3,7,10,1,3
n2034,1,3,7,11,11,0,2
n3366,2,5,1,2,10,0,0
n4697,1,4,14,14,9,1,1
g2105,4,4,3,7,1,0,2
n3367,4,20,1,2,10,0,12
n4698,1,4,11,11,7,1,1
g2102,4,8,3,7,11,1,3
n3364,4,17,1,2,10,0,4
n4695,1,4,11,36,11,1,1
g2103,4,8,3,7,9,1,3
n2035,1,3,7,7,12,0,2
n3365,4,15,1,2,9,0,6
n4696,1,4,10,22,9,1,1
g2108,4,8,3,5,13,1,2
n2030,1,6,7,9,7,0,6
n3362,2,2,1,1,35,0,0
n4693,1,4,13,24,7,1,1
g2109,4,8,3,5,13,1,1
n3363,3,18,2,2,3,0,18
